"","Code","Latin America and Caribbean","Central and Eastern Europe","Central Asia, Middle East and North Africa","Sub-Saharan Africa","South Asia","East and South East Asia","Oceania"
"1",1.2,155.598387448137,117.56930980078,99.2480825538943,16.8345811377043,13.8150549184724,94.9504848610062,14.3659899285413
"2",2.14,7174.6880480583,10339.2466963308,5619.82066572972,2546.04431612898,2291.53012558018,6272.68272192936,1892.59762945758
"3",2.3,32035.4872228552,26892.1457471782,23453.7772969448,5107.81348207387,11308.2488188963,31274.3384123104,9552.38323470617
"4",2.4,868.349599750842,377.461383664917,414.640545322657,320.831514507434,211.031366303668,594.184290718352,266.917503718709
"5",2.5,8.45706137301875,3.68876962636373,3.11797611504076,1.80740727205507,0.997977298164042,7.49968814508948,1.53847509022238
"6",2.6,1612.04459847847,1636.95559301698,1505.24753262133,691.026403279732,605.545856223404,2035.16533342421,571.980896659487
"7",2.7,244.010417763445,106.448368939492,202.223914325669,100.593600486461,40.4076850333509,540.677745672152,89.9802717997249
"8",3.1,730.962198268065,1182.26782131765,1107.50349883383,431.027703192208,489.670214590851,766.917583237668,225.767970113959
"9",3.2,717.044187900558,581.803458405182,643.814519453383,259.210652491376,165.199067712989,1426.58040093529,262.194563168777
"10",3.3,2332.30541440575,2699.8718419674,5864.18217565424,429.976262419082,1352.37426395354,3006.48326262597,791.155855858022
"11",3.4,3512.05363694898,2729.14437063862,2263.82189367644,861.873006080549,427.577801937922,1805.56845508638,586.666148054664
"12",4.1,5399.63518179663,7589.0977469085,8450.51093637662,3815.25684750554,4036.31878099116,5040.15076782249,1852.95280025946
"13",4.2,5537.6322284369,4395.9988863593,4661.35887709264,3297.72608873166,1772.13740927806,3330.3812918623,1609.20224335243
"14",4.3,497.704309178488,676.062912643285,346.525688576284,51.0026285268264,105.973896348282,542.820447990954,253.237660765902
"15",4.4,3453.97373620898,4144.33686694003,2801.04325594641,809.337250595714,869.814960050702,4379.50422915303,1246.4508322935
"16",5.1,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"17",5.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"18",5.3,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"19",5.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"20",5.5,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"21",5.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf
