"","Code","Latin America and Caribbean","Central and Eastern Europe","Central Asia, Middle East and North Africa","Sub-Saharan Africa","South Asia","East and South East Asia","Oceania"
"1",1.2,241.500862967214,179.01154946875,158.316937642695,27.9519279239019,22.7460473365836,143.426932376504,22.7026125862813
"2",2.14,7144.74197234853,10144.4876341158,5596.26832115783,2510.78765257951,2279.77738432759,6014.87373986349,1810.51671624878
"3",2.3,31071.2955362857,26393.0129507843,23526.9524167097,5026.37361746516,11398.0877511473,29208.4297584725,8578.29855151982
"4",2.4,849.421132222133,353.702587976367,407.837824790852,305.816370830082,201.85003578582,513.040682906975,229.937488194004
"5",2.5,8.4348488272921,3.6652627351323,3.1130106287025,1.79649247516421,0.992398705495911,7.3723049326132,1.50976358485205
"6",2.6,1574.68746501956,1544.348819553,1482.94767330746,658.186245204648,578.275996355421,1767.41363485582,489.662806183804
"7",2.7,241.898296144603,102.744408442677,201.516963140307,98.4183023950392,40.0667472462529,519.086161975374,85.8232974405709
"8",3.1,2861.86100985296,4559.45520696319,4196.84537372926,1559.95628507019,1796.7704161032,2964.01700353644,837.817022902345
"9",3.2,717.044187900558,581.803458405183,643.814519453383,259.210652491376,165.199067712989,1426.58040093529,262.194563168777
"10",3.3,2332.30541440575,2699.8718419674,5864.18217565424,429.976262419082,1352.37426395354,3006.48326262597,791.155855858022
"11",3.4,17828.6843265155,21937.783377458,12320.9513764254,3842.84786563805,2856.78141410532,11336.1684604336,3371.55844234247
"12",3.5,4483.61058621647,3411.99744567851,3015.67692216981,679.648209326384,553.117288711274,2727.0217128264,503.575811277895
"13",4.1,3637.89668601577,5118.63976804034,5707.4386471704,2579.51463065196,2731.61778960057,3399.29557507657,1253.22993804739
"14",4.2,527.917883652364,395.346654127683,453.26049146088,339.190133576564,163.093352744483,300.941406513891,156.973885768583
"15",4.3,497.704309178488,676.062912643285,346.525688576284,51.0026285268264,105.973896348282,542.820447990954,253.237660765902
"16",4.4,3453.97373620898,4144.33686694003,2801.04325594641,809.337250595714,869.814960050702,4379.50422915303,1246.4508322935
