"","unique_id","cost_2023","cost_2024","cost_2025","cost_2026","cost_2027","cost_2028","cost_2029","cost_2030","senario","Country","Class","Region","total_cost","adjusted_uc","pin_sum"
"1","1.2_a",61458.5309394773,63884.0123273769,66412.2512582142,69077.416590942,71855.6445629627,74748.3002377321,77756.5529005506,80881.6351104721,"Baseline","Afghanistan","LIC","South Asia",566074.343927728,7.84986196360475,93888.408777269
"2","2.14_a",628765.50121068,651674.540377833,675224.016844047,699760.528739825,725026.220153855,751042.711229935,777856.557968038,805494.560672475,"Baseline","Afghanistan","LIC","South Asia",5714844.63719669,18.5356639601964,403106.262202321
"3","2.14_b",6773088.46278208,6925042.87030745,7077371.31981253,7230277.90869579,7383550.07464117,7537441.24886951,7692261.47694678,7848482.09652424,"Baseline","Afghanistan","LIC","South Asia",58467515.4585795,18.5356639601964,4202486.00872678
"4","2.3_a",1749999.34589724,1819391.24033388,1892270.47565033,1966776.36351374,2045014.14364715,2127128.68085989,2213266.33120045,2303579.1770684,"Baseline","Afghanistan","LIC","South Asia",16117425.7581711,4.81494987103738,4358847.16788872
"5","2.3_b",54905.6550365263,57096.3365897185,59399.5962401097,61770.9809341413,64270.0933271195,66886.4200602945,69604.7988956567,72412.5391663068,"Baseline","Afghanistan","LIC","South Asia",506346.420249873,4.81494987103738,136891.839837439
"6","2.3_c",44030289.121502,45776201.3024963,47609855.5889737,49484436.7375731,51452912.9473354,53518929.0421596,55686167.3657813,57958454.3379304,"Baseline","Afghanistan","LIC","South Asia",405517246.443752,151.431224406128,3487077.73431098
"7","2.3_d",3766512.68867085,3879529.700349,3992925.05733057,4105598.72761146,4219524.13720008,4334577.5896578,4450797.79157658,4567739.79875198,"Baseline","Afghanistan","LIC","South Asia",33317205.4911483,151.431224406128,290298.607410965
"8","2.4_a",1267717.63847057,1318332.48724486,1371516.77263492,1426534.18834753,1484472.92241406,1545059.70653399,1607902.58742353,1672674.94521751,"Baseline","Afghanistan","LIC","South Asia",11694211.248287,0.468768684082873,32470887.2761905
"9","2.4_b",1946620.33283057,2024341.02612789,2106007.17021677,2190488.14361015,2279454.89327884,2372487.80714675,2468985.02861068,2568445.02258794,"Baseline","Afghanistan","LIC","South Asia",17956829.4244096,14.3961813599256,1623544.36380952
"10","2.4_c",3334396.64851241,3467525.6490062,3607412.87434456,3752121.66516272,3904514.21286253,4063871.75730544,4229163.36883002,4399529.96008852,"Baseline","Afghanistan","LIC","South Asia",30758536.1361124,24.6594459475888,1623544.36380952
"11","2.4_d",859861.514900403,894192.314774747,930265.899945942,967582.852069146,1006881.26216776,1047975.77911331,1090600.55068909,1134534.03872006,"Baseline","Afghanistan","LIC","South Asia",7931894.21238046,22.7110144698228,454592.421866667
"12","2.4_e",933631.061583475,970907.181721736,1010075.60481648,1050594.06624556,1093263.97960151,1137884.09204552,1184165.74327241,1231868.38882479,"Baseline","Afghanistan","LIC","South Asia",8612390.11811148,24.6594459475888,454592.421866667
"13","2.5_a",1581.68028264629,1645.18039551356,1710.80518801892,1776.37672772742,1844.60661476362,1915.99880428815,1991.33270197776,2071.19290545943,"Baseline","Afghanistan","LIC","South Asia",14537.1736203951,0.198728191029943,95257.878155439
"14","2.6_a",5088181.63106281,5287825.70012279,5493921.46179379,5719609.8413406,5950706.05156757,6188461.64083719,6434298.4406951,6689701.59037729,"Baseline","Afghanistan","LIC","South Asia",46852706.3577971,28.7923627198513,2118058.44680951
"15","2.6_b",718073.760797687,746476.84018062,776348.415305418,806733.374063129,838541.662788946,871914.391079481,906995.411353376,943949.792687535,"Baseline","Afghanistan","LIC","South Asia",6609033.64825619,28.7923627198513,298949.004066465
"16","2.6_c",13916148.7916461,14462174.2230983,15025844.9983772,15643101.4758475,16275148.3405017,16925408.5702314,17597770.8664984,18296297.0769493,"Baseline","Afghanistan","LIC","South Asia",128141894.34315,78.746953769573,2118058.44680951
"17","2.6_d",1963927.78859001,2041610.05457297,2123308.64833773,2206411.34351648,2293406.83833407,2384681.06676158,2480627.46437323,2581697.494187,"Baseline","Afghanistan","LIC","South Asia",18075670.6986731,78.746953769573,298949.004066465
"18","2.6_e",141993.325833303,147569.794812564,153306.639563775,159627.427710603,166106.903718966,172768.246319058,179640.702317236,186750.367375303,"Baseline","Afghanistan","LIC","South Asia",1307763.40765081,24.2593521870715,70160.9886683833
"19","2.6_f",714136.124711591,742264.499072265,771483.145460234,802600.162903981,834882.95057875,868406.432465595,903265.226462284,939541.358773004,"Baseline","Afghanistan","LIC","South Asia",6576579.9004277,136.891731053018,62546.0581433227
