"","Code","Latin America and Caribbean","Central and Eastern Europe","Central Asia, Middle East and North Africa","Sub-Saharan Africa","South Asia","East and South East Asia","Oceania"
"1",1.2,0.197435204818673,0.134081971110498,0.231840968893123,0.117689442743777,0.0838157163942064,0.13555803237621,0.0563844318571794
"2",2.14,5.752708087105,7.55732114186808,8.1629267324351,10.5024294229877,8.36231797310152,5.62660852871496,4.481614128469
"3",2.3,13.1335946814025,10.1137013099398,18.2191167490748,11.6793922070865,21.6928607468906,14.0279945874609,11.1139042534274
"4",2.4,0.689439356097377,0.263047761763064,0.595884009293551,1.29352424013542,0.741502371833383,0.477269337876088,0.56937249642367
"5",2.5,0.00688270349820289,0.00276887450068042,0.00459597113375283,0.00760971164823896,0.00366026119048636,0.00692991185504263,0.00374443216242077
"6",2.6,1.28378955668008,1.14280941970013,2.17202390697211,2.76716064468675,2.12131613721763,1.65935113949444,1.20700724262583
"7",2.7,0.197799936877568,0.0762452331865624,0.295869368175482,0.41016910307248,0.146401270393664,0.488884227188138,0.210993452081721
"8",3.1,2.34042714479596,3.40666919098186,6.18870469862195,6.56862533186662,6.62041355231082,2.79719850174655,2.07174468563106
"9",3.2,0.581237587631921,0.426732183614377,0.93711324381447,1.0778951754529,0.602176139997126,1.33020648475298,0.640485778207026
"10",3.3,1.88771225529463,2.00262630135549,8.49616730418524,1.79998123675758,4.95103428434159,2.78547765341781,1.96159824657258
"11",3.4,14.310757400326,16.3354085374941,17.9300105894882,16.0526837767309,10.4598372130719,10.5407515198492,8.3352946730489
"12",3.5,3.66784006467736,2.55616296201815,4.41868654438492,2.86553234304791,2.04020460762669,2.57960531570429,1.25219381677125
"13",4.1,2.98010783617755,3.88278294545551,8.47501548208391,10.9072549992891,10.09667305111,3.21589428758939,3.11917324288463
"14",4.2,0.428766060471742,0.295891729692545,0.662414938659203,1.42705059874459,0.600853778107949,0.283822771363278,0.389629042560126
"15",4.3,0.405807709553967,0.504043450475415,0.508834855618107,0.214872624247012,0.390624177938695,0.507463411900231,0.629745398268718
"16",4.4,2.82172344237072,3.12088771555421,4.1253875175326,3.41107404553583,3.21432768181228,4.12914790623392,3.10297076412025
