"","unique_id","2023","2024","2025","2026","2027","2028","2029","2030"
"28","2.7_h",8598491.02588854,8904880.65666723,9230164.17844811,9551054.35131447,9881313.52288381,10226602.6327684,10593756.1225857,10986945.2228004
"29","2.7_i",155617.634352312,157632.002264059,159734.921728294,161537.985007548,163399.765353827,165322.530926902,167299.124035046,169329.253711
"30","2.7_j",861608.314644126,886258.988985034,912423.460461554,939760.607082689,967892.758699488,997173.150382527,1027962.47973541,1060547.15094446
"31","2.7_k",158342.460660001,161971.828515858,165781.068253021,169632.693019708,173588.849532828,177714.754142459,182089.824455728,186755.384195985
"32","2.7_l",8598491.02588854,8904880.65666723,9230164.17844811,9551054.35131447,9881313.52288381,10226602.6327684,10593756.1225857,10986945.2228004
"33","2.7_m",155617.634352312,157632.002264059,159734.921728294,161537.985007548,163399.765353827,165322.530926902,167299.124035046,169329.253711
"34","2.7_n",861608.314644126,886258.988985034,912423.460461554,939760.607082689,967892.758699488,997173.150382527,1027962.47973541,1060547.15094446
"35","3.1_a",7979050.69823641,8204828.17275422,8442600.13857304,8681394.30180631,8927191.37234475,9184333.95510863,9458083.90846178,9751629.16320817
"36","3.2_a",3714027.18623623,3837713.01921354,3969176.36679155,4100858.52077624,4236944.63094138,4379592.3041994,4531326.91278813,4693734.13376855
"37","3.2_b",76297.7840905912,78038.8547174351,79867.6563146548,81700.4191291783,83584.8976097745,85553.6006031087,87645.7069358688,89881.1196140815
"38","3.2_c",4078284.51500276,4223557.50336886,4377708.63792771,4529429.96642362,4685498.3561119,4848709.67303378,5022473.05525218,5208825.70273375
"39","3.2_d",72631.1864050846,73563.1349663266,74532.9866217603,75361.7725325896,76213.5725589816,77089.5409049755,77986.7060451951,78905.0659132663
"40","3.2_e",357365.455668555,367274.24935777,377778.978460999,388626.423820487,399794.882861833,411421.630033273,423643.04874076,436560.865894415
"41","3.3_a",32623.821977787,33165.1461441503,33700.7120333398,34172.1962044588,34636.6345509664,35096.0024907707,35547.281050044,35984.4527407166
"42","3.3_b",119076078.246282,120233206.850092,121392789.76461,122438958.234744,123480435.874288,124529312.236082,125579835.361995,126612554.006535
"43","3.4_a",9746080.39269656,9843780.40510998,9941236.12723141,10032029.2893586,10122138.8460112,10211792.56627,10301589.0691612,10392514.3141113
"44","3.5_a",5937322.75396508,6112409.43967741,6296623.05909695,6475732.57836424,6659218.39993839,6848769.33188898,7046325.57881278,7253138.8076474
"45","4.1_a",1324031.91178962,1366149.36432666,1410549.29153245,1450558.07695898,1491575.13584397,1534544.35936631,1579046.84541712,1623827.56898388
"46","4.2_a",687410.921477166,706903.647096556,727421.321622849,747404.606583696,767889.70387844,789062.589207309,811137.442709805,834250.832928627
"47","4.2_b",301425.16678443,304446.816652886,307460.911151487,310268.947093566,313055.840598286,315828.636070206,318605.847499831,321417.96847767
"48","4.3_a",89677.6249722415,91400.6102622513,93131.2126331058,94637.8694342654,96141.9108339372,97642.8247812898,99114.1951369488,100522.101090589
"49","4.4_a",108346.811352377,111443.767501832,114617.01924223,117363.777321471,120121.117430874,122932.423515862,125741.409902137,128453.736895144
