"","Code","Latin America and Caribbean","Central and Eastern Europe","Central Asia, Middle East and North Africa","Sub-Saharan Africa","South Asia","East and South East Asia","Oceania"
"1",1.2,0.0297354357369187,0.0207943252157082,0.035041223285741,0.017802700940822,0.0126876790869043,0.0205002460980479,0.00844861500293584
"2",2.14,0.87971534828212,1.17840315687206,1.23865513525273,1.59913125944201,1.27165319819804,0.859715744266218,0.673770854954768
"3",2.3,3.8257358600307,3.0658630482209,5.20735939655139,3.20131858425595,6.35782021601351,4.17480865179768,3.19235249100045
"4",2.4,0.104587234929264,0.0410867715845462,0.0902691556295813,0.194775738099981,0.112591363230465,0.0733297441675357,0.0855695927114199
"5",2.5,0.00103856318430058,0.000425763955127724,0.0006890210368864,0.00114419364434741,0.000553557113254586,0.00105373560546974,0.000561847726793129
"6",2.6,0.193887580137455,0.179394523401331,0.328229571107008,0.419201599211379,0.322560669853922,0.252619322405065,0.182224513367419
"7",2.7,0.0297843707533852,0.0119349877122066,0.0446029401933025,0.0626830324338388,0.0223491151492925,0.0741938343814814,0.0319385267048951
"8",3.1,0.352374244550955,0.529635069141714,0.92891258526287,0.993542745941063,1.00223331531082,0.423651799592204,0.311787616623697
"9",3.2,0.088287971760758,0.0675834065545201,0.142499271819442,0.165092359265612,0.0921475597752359,0.203903470660969,0.097573832599977
"10",3.3,0.287171304138756,0.313622295819544,1.29795409174177,0.273853697402879,0.754350433397456,0.429721571480747,0.294422996827323
"11",3.4,2.19520415186625,2.54833502875329,2.72706897128389,2.44752603467218,1.59350436879224,1.62029710457564,1.25470137549114
"12",3.5,0.552056472253301,0.396344172938352,0.667477592485408,0.432870814798301,0.308527215860499,0.389777674955134,0.187402138767453
"13",4.1,0.447925700121647,0.59459102116352,1.26326112040226,1.64290376202291,1.52368846286489,0.485866877959461,0.466380563755632
"14",4.2,0.0650012927939149,0.0459242262483644,0.100322822841175,0.216031628536702,0.0909729980866246,0.0430140475878858,0.0584167095894059
"15",4.3,0.0612811661197816,0.0785327656986598,0.0766985782345759,0.0324837895021367,0.0591119313417295,0.0775862147121406,0.0942405853918345
"16",4.4,0.425279698002529,0.48141412590613,0.619971454893576,0.515470312883208,0.485180256367539,0.625969704555893,0.463857768004211
