"","unique_id","2023","2024","2025","2026","2027","2028","2029","2030"
"15","2.5_a",5619852.98955393,5741818.877086,5870122.84876095,5999709.23913734,6134240.54585716,6271148.60992439,6406164.26317361,6536452.98335731
"16","2.6_a",83800004.9002929,86343485.2887077,88938624.705813,91844094.7215843,94722514.5536583,97601045.6330369,100505183.180552,103452582.973912
"17","2.6_b",14668028.1092811,15121733.0381451,15592887.4428225,16074119.125075,16557808.6788077,17047009.583206,17544385.9561579,18052169.9862507
"18","2.6_c",83800004.9002929,86343485.2887077,88938624.705813,91844094.7215843,94722514.5536583,97601045.6330369,100505183.180552,103452582.973912
"19","2.6_d",14668028.1092811,15121733.0381451,15592887.4428225,16074119.125075,16557808.6788077,17047009.583206,17544385.9561579,18052169.9862507
"20","2.6_e",2226057.77041283,2289992.91633044,2353100.46254691,2430500.09328171,2505805.96629447,2580325.92319825,2655406.52602642,2731751.25742818
"21","2.6_f",3205859.65500096,3304337.6565967,3404497.10838641,3512816.78683534,3620058.5532533,3727192.83703606,3834971.77670948,3943804.27634906
"22","2.6_g",1442669.06406719,1483114.78615407,1524023.13959338,1569684.84311614,1614956.9142087,1660049.19041836,1705179.27064454,1750538.05873238
"23","2.7_a",7226403.83417178,7462122.69248612,7695619.2539652,7992729.91265624,8281166.47855318,8565177.97986579,8849229.67037188,9136076.08956002
"24","2.7_b",7226403.83417178,7462122.69248612,7695619.2539652,7992729.91265624,8281166.47855318,8565177.97986579,8849229.67037188,9136076.08956002
"25","2.7_c",139741.282252175,142912.890134993,145942.474540513,150052.728166554,153989.072968103,157795.361248705,161525.808072745,165202.296534182
"26","2.7_d",7724083.29130033,7997147.22699111,8272426.05409771,8600192.21448255,8921833.98878162,9241727.93419899,9565373.21225461,9896705.80156617
"27","2.7_e",155603.499034904,157669.611800229,159759.345927249,161830.052205294,163864.091332333,165887.174184033,167903.268653645,169909.357965605
"28","2.7_f",878958.233610788,904166.391885025,928904.071145535,961678.44523523,993536.05637726,1024733.21635901,1055495.31995989,1085948.27659804
"29","2.7_g",139741.282252175,142912.890134993,145942.474540513,150052.728166554,153989.072968103,157795.361248705,161525.808072745,165202.296534182
"30","2.7_h",7724083.29130033,7997147.22699111,8272426.05409771,8600192.21448255,8921833.98878162,9241727.93419899,9565373.21225461,9896705.80156617
"31","2.7_i",155603.499034904,157669.611800229,159759.345927249,161830.052205294,163864.091332333,165887.174184033,167903.268653645,169909.357965605
"32","2.7_j",878958.233610788,904166.391885025,928904.071145535,961678.44523523,993536.05637726,1024733.21635901,1055495.31995989,1085948.27659804
"33","2.7_k",139741.282252175,142912.890134993,145942.474540513,150052.728166554,153989.072968103,157795.361248705,161525.808072745,165202.296534182
"34","2.7_l",7724083.29130033,7997147.22699111,8272426.05409771,8600192.21448255,8921833.98878162,9241727.93419899,9565373.21225461,9896705.80156617
"35","2.7_m",155603.499034904,157669.611800229,159759.345927249,161830.052205294,163864.091332333,165887.174184033,167903.268653645,169909.357965605
