"","unique_id","2023","2024","2025","2026","2027","2028","2029","2030"
"1","1.2_a",24180312.7475099,24889900.1928769,25609245.8568253,26416539.8424886,27210844.9144297,27999878.0355538,28792053.7237163,29593482.4234055
"2","2.14_a",185909136.451724,191103278.440948,196366467.8018,202283478.106403,208119224.330466,213923157.465793,219751824.15717,225647633.631683
"3","2.14_b",604262477.176837,611021103.090612,617735804.361118,624506197.586643,631131355.41318,637628585.562276,644039291.311278,650381416.175645
"4","2.3_a",349636674.142697,357591909.269534,365675294.957681,373614315.213103,381523378.825389,389453954.248887,397456603.931242,405560543.218788
"5","2.3_b",13056283.8829895,13229308.0130723,13403124.1891961,13574472.8957259,13743689.0306716,13911862.3671376,14079912.7370535,14248374.3266077
"6","2.3_c",23182397028.1201,23687083496.4838,24198835745.7177,24699271440.3862,25195768520.8845,25691879443.6746,26190896206.0498,26694622726.9337
"7","2.3_d",1022376774.13505,1033999629.95611,1045667826.94611,1057167369.61557,1068433941.36596,1079566289.46629,1090639483.59485,1101711249.04309
"8","2.3_e",0,0,0,0,0,0,0,0
"9","2.3_f",0,0,0,0,0,0,0,0
"10","2.4_a",345714432.780707,351057345.069091,356354102.189942,361448784.801541,366402257.867487,371252499.330682,376028360.124557,380744534.057092
"11","2.4_b",1693497323.48485,1716734832.20939,1739640776.08868,1761510385.98535,1782522768.36883,1802886501.22191,1822747903.82303,1842181256.72595
"12","2.4_c",417373407.117918,425065636.94239,432746771.860036,440203606.164655,447559990.364786,454852236.689611,462113064.139732,469359238.080003
"13","2.4_d",748051969.607266,758316446.514963,768434464.534242,778094712.90362,787376306.567887,796371378.63446,805144561.2837,813728665.736368
"14","2.4_e",116864553.993017,119018378.343869,121169096.12081,123257009.726103,125316797.30214,127358626.273091,129391657.959125,131420586.662401
"15","2.5_a",1964344.70301296,2000544.95932826,2039581.7589756,2079821.51199577,2122396.798673,2165886.75779112,2207921.57034794,2246949.95467663
"16","2.6_a",3532867812.14253,3647693744.12598,3763768578.92497,3892685421.82276,4019711597.30153,4145915177.34945,4272244004.41718,4399286972.62306
"17","2.6_b",721801886.472316,745838292.110124,770664387.078258,796075049.673246,821487155.979715,847042642.335949,872865187.509916,899059940.223366
"18","2.6_c",1365615844.2277,1411459268.203,1457914207.78445,1509408464.40326,1560387406.19889,1611227365.0124,1662301659.11267,1713887175.36756
"19","2.6_d",238645376.900606,246594672.974584,254813008.24844,263201320.511056,271631764.34151,280150102.182972,288796584.797329,297607037.673936
"20","2.6_e",20477726.0095065,21137901.0631964,21781812.4254435,22570061.5936877,23332837.1196518,24082178.1368892,24830962.2855045,25585628.1581004
"21","2.6_f",185989088.861921,192243102.518372,198578615.003055,205329166.522817,212003902.471955,218651528.614667,225308268.318439,231993361.851407
"22","2.6_g",77106248.353311,79420373.1291018,81752391.2960791,84349291.2886845,86918216.6187946,89467846.3121934,92006532.6748789,94543081.6491956
"23","2.7_a",28183931.0725396,29169485.1282241,30142697.3274156,31367785.6597855,32558534.3346112,33729301.2532415,34895933.7282843,36068726.2008507
"24","2.7_b",9910025.75552874,10256958.2030898,10599946.7126037,11029955.4235297,11447640.8414433,11858861.4274739,12270001.7720018,12685027.4878293
"25","2.7_c",206660.148131134,211624.257675295,216400.952223346,222680.037024223,228714.594033761,234572.830553401,240340.577131455,246057.804141499
"26","2.7_d",11043742.2999599,11453652.0915049,11865521.3229501,12352064.5091796,12829006.2277131,13302968.9380417,13782409.5873551,14273339.0637809
"27","2.7_e",198356.013632923,201216.559058819,204077.072592317,206869.822239604,209582.969072086,212253.604324564,214894.653739948,217505.382312203
"28","2.7_f",1069456.78849883,1101324.45831506,1132600.57143768,1172968.79433671,1212219.60813115,1250655.78776581,1288537.13876468,1325998.42997375
"29","2.7_g",7853602.34030939,8041015.42250604,8222535.1056809,8456690.277146,8681994.17681479,8901527.75523534,9119059.03729877,9336526.32819891
"30","2.7_h",409532155.485788,424731460.915512,439999283.499268,457989124.33986,475604075.059817,493109249.941397,510842449.134708,529040246.144889
"31","2.7_i",7496725.44089229,7601117.2034708,7705191.30754352,7805837.89794934,7902952.71579748,7998035.69090797,8091704.04172812,8183960.94246115
"32","2.7_j",34415576.0481714,35403114.0892427,36375676.8590458,37598504.5140335,38785365.2332464,39948946.7677661,41099940.6749037,42243396.2588395
"33","2.7_k",2287254.34609697,2342913.68039417,2395784.61113852,2467874.99674792,2537002.49966852,2603637.88918596,2668436.90227499,2731598.22210428
"34","2.7_l",128132124.59078,132888733.685246,137670485.119149,143345991.791706,148921049.798167,154461141.360647,160050325.804887,165750396.523135
"35","2.7_m",2011004.62847678,2041965.10128467,2073091.89518157,2103987.93459277,2134352.47074117,2164509.89218214,2194523.47171037,2224369.45757658
"36","2.7_n",14004136.0899225,14441430.0962777,14868839.2190222,15437593.4786535,15991720.020459,16533633.0860672,17065507.2757004,17588732.1944495
"37","3.1_a",1271916727.57654,1309632050.02438,1346601815.07169,1392552310.38403,1437056558.14015,1480911105.48011,1524958566.61724,1569622401.35091
"38","3.2_a",2035616434.51248,2118468393.80696,2199866567.51477,2299596296.05134,2396610338.40638,2491955975.69033,2586785900.32874,2681841080.47453
"39","3.2_b",42728301.5157988,43934481.0692672,45093173.2610575,46566544.5694758,47987759.3493931,49368364.7909712,50723498.4784274,52060416.5049093
"40","3.2_c",2271459539.56369,2368026974.30543,2464400884.32257,2576615605.12871,2686722148.87535,2795923181.10643,2905800319.58874,3017529662.12367
"41","3.2_d",40962967.5202874,41636702.2102879,42302967.9447306,42950966.2194835,43576672.3139313,44187673.9144383,44786620.73763,45373140.7294232
"42","3.2_e",213819767.175696,220897852.550246,227802686.276117,236496818.088782,244941580.892597,253187479.217281,261275802.14466,269224288.975253
"43","3.3_a",6423683.47070975,6530508.81511113,6636402.16224666,6729634.45583922,6821218.34336886,6911689.02095005,7000574.63522509,7086827.27626997
"44","3.3_b",1211337342.08906,1223186258.073,1235076854.66581,1245770229.29859,1256367978.25922,1267016066.95471,1277676235.17129,1288172522.77613
"45","3.4_a",1335206683.60871,1375895515.81496,1416996176.38139,1462964830.74803,1508169803.99589,1553006284.00629,1597908642.38727,1643202795.85277
"46","3.4_b",2153163682.10239,2173483602.10428,2193510528.35908,2213596508.75352,2232995698.05247,2251768052.10082,2270059149.98994,2287902665.53586
"47","4.1_a",849797419.430602,876941572.66277,905611839.121527,931514199.348208,957909836.408436,985483754.322556,1014036325.23451,1042830310.1132
"48","4.2_a",47824362.0096999,49179132.6797465,50550975.776745,52093380.0679521,53617052.3210461,55133440.5236801,56656117.7457662,58195450.3726998
"49","4.2_b",23613012.3009534,23919178.2840977,24224565.3653314,24533401.7731379,24837961.6410635,25138896.9310436,25437803.2551075,25735663.1751307
"50","4.3_a",22086768.7076193,22509522.1043805,22935197.7800989,23305854.1382453,23674867.9432707,24042786.0818424,24403712.7488304,24749958.3840832
"51","4.4_a",209433767.498726,215490711.713187,221726148.870531,227165493.354171,232607604.38406,238152163.765986,243710068.968264,249119112.835971
"52","5.1_a",1391057.40999409,1400243.24216834,1409180.36245453,1417820.17063592,1426098.83423236,1434059.36419307,1441752.61029171,1449220.16215054
"53","5.2_a",1345989.91616581,1354588.46548034,1362952.28781938,1371039.45700768,1378785.06167764,1386229.11701078,1393417.17813371,1400386.43270428
"54","5.3_a",8033356.54271586,8086404.72352215,8138016.59317489,8187911.48542244,8235720.76769189,8281692.82821496,8326121.32443464,8369246.43641936
"55","5.4_a",1884385.88263214,1896423.85167248,1908133.20294713,1919455.23981076,1930299.0863487,1940720.76381509,1950784.0493872,1960541.00578599
"56","5.5_a",12206528.7726981,12287134.4500272,12365557.6805385,12441371.9973302,12514017.270389,12583870.9207942,12651379.1553098,12716906.922871
"57","5.6_a",3025549.86673714,3045529.05171613,3064967.28833859,3083758.87113313,3101764.96445539,3119079.11711992,3135811.92738447,3152053.85267742
