"","Code","Latin America and Caribbean","Central and Eastern Europe","Central Asia, Middle East and North Africa","Sub-Saharan Africa","South Asia","East and South East Asia","Oceania"
"1",1.2,0.0145246331458095,0.0235307404662002,0.0231473131167209,0.114738149033068,0.0536003027760523,0.00434795165755679,9.40095414719889
"2",2.14,4.23772722694834e-05,5.8913627713097e-05,0.000221288829392978,0.000407601518587587,0.000339836805537814,3.92076109414237e-05,0.0400129908857809
"3",2.3,7.22583334807254e-05,4.2236423430155e-05,6.81936335257831e-05,0.000283372020967983,5.16446369387158e-05,1.10311260809218e-05,0.00866529827348989
"4",2.4,0.00402642932715222,0.0125561432753942,0.00996277236959606,0.0101600273357832,0.00500461420132093,0.00119593614197231,0.541475216554429
"5",2.5,0.433061391425554,1.35234883392603,1.37484050838667,1.81091333546758,1.04066946469458,0.101015060866606,94.0677856137204
"6",2.6,0.00223129164983465,0.00299017872777738,0.00282089011020111,0.00465357047576049,0.00171675988421759,0.000354851072407854,0.251027134042097
"7",2.7,0.0131624433787282,0.0470673481617096,0.0195381368705096,0.0267649356990562,0.0248302944575496,0.00130327858061634,1.48064426330625
"8",3.1,0.00501670697938614,0.00423363561636978,0.00389142371093349,0.00753858144212027,0.0021190505625722,0.0009860913382983,0.639470964516268
"9",3.2,0.00446812093388695,0.00861482118489805,0.00623503475125962,0.0107246311188393,0.00607623621727981,0.000484809333327584,0.517189699283419
"10",3.3,0.00136821838943261,0.00172989236313928,0.000678609608729398,0.00597310584992731,0.000594943460202257,0.000261039190513893,0.100434048619381
"11",3.4,0.000354961387409055,0.000751655786603815,0.000758164097239187,0.00172727333880669,0.00178931860145227,0.000197565760606751,0.179709397831278
"12",4.1,0.000740227965367181,0.000702610150430476,0.000527241028888046,0.00168466920940692,0.000269059846090322,0.0001601968638625,0.0790444713399392
"13",4.2,0.000319216293529416,0.000566427208114025,0.000427250470541304,0.000499149255979999,0.000423317529527593,0.00011805183793711,0.073225792545603
"14",4.3,0.00705966772349855,0.00756091657184252,0.0100599372734112,0.0371906191594564,0.0084403493089633,0.00139309548602737,0.428220882770089
"15",4.4,0.00118302731206183,0.00137617005563546,0.00165807904072115,0.00365624380018443,0.00113823596864436,0.00019320764550821,0.138207846340602
"16",5.1,0,0,0,0,0,0,0
"17",5.2,0,0,0,0,0,0,0
"18",5.3,0,0,0,0,0,0,0
"19",5.4,0,0,0,0,0,0,0
"20",5.5,0,0,0,0,0,0,0
"21",5.6,0,0,0,0,0,0,0
