"","unique_id","2023","2024","2025","2026","2027","2028","2029","2030"
"28","2.7_f",1064499.59231954,1095119.03545684,1125204.84048612,1165079.83612803,1203896.57286238,1241940.1308354,1279460.28699032,1316601.34434569
"29","2.7_g",188284.566568598,192577.686920874,196694.775074342,202246.064861888,207572.903440638,212733.453861064,217801.198215941,222807.554401446
"30","2.7_h",10278629.4274604,10643510.6660955,11011310.150646,11448858.9020577,11878189.4703516,12305305.3111144,12737803.8537662,13181100.18114
"31","2.7_i",184017.337725785,186480.458872328,188968.924064977,191426.317946371,193835.424934768,196228.52050712,198614.06428762,200990.647451104
"32","2.7_j",1064499.59231954,1095119.03545684,1125204.84048612,1165079.83612803,1203896.57286238,1241940.1308354,1279460.28699032,1316601.34434569
"33","2.7_k",188284.566568598,192577.686920874,196694.775074342,202246.064861888,207572.903440638,212733.453861064,217801.198215941,222807.554401446
"34","2.7_l",10278629.4274604,10643510.6660955,11011310.150646,11448858.9020577,11878189.4703516,12305305.3111144,12737803.8537662,13181100.18114
"35","2.7_m",184017.337725785,186480.458872328,188968.924064977,191426.317946371,193835.424934768,196228.52050712,198614.06428762,200990.647451104
"36","2.7_n",1064499.59231954,1095119.03545684,1125204.84048612,1165079.83612803,1203896.57286238,1241940.1308354,1279460.28699032,1316601.34434569
"37","3.1_a",9885602.94462721,10165060.1238149,10440740.1638665,10783650.148918,11116642.7512736,11445892.0189009,11777994.9082525,12116374.3391242
"38","3.2_a",4478870.62664519,4629611.19665515,4779004.02277767,4967704.79067371,5151062.44806239,5331743.82857115,5512672.42174797,5695683.67329798
"39","3.2_b",91215.3807316266,93328.825126957,95365.8891817073,98055.325788599,100640.701212438,103153.303729707,105631.972757703,108094.66370025
"40","3.2_c",4916259.94308551,5093403.243758,5271717.15404333,5483360.4209344,5690840.12297094,5897144.14845556,6106084.8460462,6320353.71419001
"41","3.2_d",86806.6475088637,87980.6590883747,89163.7712504061,90324.75621868,91458.8887480297,92581.5235444534,93697.0805570004,94804.9967210616
"42","3.2_e",457840.768154651,470910.867725543,483751.186462233,500563.109556037,516906.354964991,532914.547694968,548701.718331728,564326.311364593
"43","3.3_a",44628.0202883585,45425.611539286,46222.4859076935,46935.3108984598,47642.5791346006,48347.9070294465,49048.5641402739,49737.8624038203
"44","3.3_b",162525143.723673,164306709.287349,166102130.169016,167748873.760398,169391675.999231,171047655.70465,172711379.068196,174360300.610253
"45","3.4_a",7281750.3144853,7496424.89283331,7713660.20052601,7958016.06552498,8198774.87135189,8437962.56588127,8677933.37072419,8920448.44150969
"46","3.4_b",12282372.147584,12417284.116136,12550994.036638,12685340.6664717,12816389.4665937,12944501.7848164,13070545.3570098,13194933.6334189
"47","4.1_a",1627129.0153393,1679378.15708603,1734622.29783737,1784703.37631327,1835820.06035363,1889263.3814955,1944676.82859915,2000688.16250702
"48","4.2_a",844369.715074152,868164.80105433,892267.160239205,919420.479029181,946197.349343947,972822.913203509,999559.464861195,1026600.93166194
"49","4.2_b",379867.179822184,384024.147860868,388144.995998453,392285.752416717,396325.209481576,400274.677910344,404161.13153825,407997.426219951
"50","4.3_a",117885.675450332,120231.045597012,122600.754976208,124684.746140894,126767.693193303,128853.182061591,130912.1128442,132905.366321412
"51","4.4_a",137582.937298836,141565.764506364,145666.75018419,149247.852680867,152831.108433797,156482.522782771,160142.447434102,163702.19467704
