"","Code","Latin America and Caribbean","Central and Eastern Europe","Central Asia, Middle East and North Africa","Sub-Saharan Africa","South Asia","East and South East Asia","Oceania"
"1",1.2,0.0191584650832506,0.013657076711749,0.0219671645576018,0.0107220158221099,0.00770599747638897,0.0135714281448194,0.00534620046838318
"2",2.14,0.883402538459828,1.2010267433972,1.24386811484503,1.62158637735199,1.27820884310626,0.896564803860994,0.704316680117181
"3",2.3,3.94445452455966,3.12384327198212,5.19116311491013,3.25318797796063,6.30770832074471,4.4700923556183,3.55485114340098
"4",2.4,0.106917852811464,0.0438466388989594,0.0917748419614094,0.204338946519777,0.117712682705339,0.0849277327869257,0.0993314411675584
"5",2.5,0.001041298163041,0.000428494560736843,0.000690120077318159,0.00115114532458238,0.000556668836029205,0.00107194269643413,0.000572532508295996
"6",2.6,0.198487276501414,0.190151903974273,0.333165330736351,0.440117634579376,0.337771718421176,0.290889510736316,0.212858602354435
"7",2.7,0.0300444313423784,0.0123652468736152,0.0447594138764552,0.0640684889749458,0.0225392892559093,0.0772799547641485,0.0334855149999247
"8",3.1,0.0900016637856389,0.137334499597959,0.245130293512638,0.274523364471709,0.273136622341939,0.109616784886824,0.0840179363603192
"9",3.2,0.088287971760758,0.0675834065545201,0.142499271819442,0.165092359265612,0.0921475597752359,0.203903470660969,0.097573832599977
"10",3.3,0.287171304138756,0.313622295819544,1.29795409174177,0.273853697402879,0.754350433397456,0.429721571480747,0.294422996827323
"11",3.4,0.432430940175504,0.31702264894135,0.501065076400721,0.548930557419575,0.238501655052262,0.25807285328377,0.218323613695647
"12",4.1,0.664844435661153,0.881564162264081,1.8704015186832,2.42995319870169,2.25144688340179,0.720396995177957,0.689563140299718
"13",4.2,0.68183568886762,0.510647669170665,1.03172610372123,2.10033567281183,0.988493095706144,0.476016846712508,0.598853112798166
"14",4.3,0.0612811661197816,0.0785327656986598,0.0766985782345759,0.0324837895021367,0.0591119313417295,0.0775862147121406,0.0942405853918345
"15",4.4,0.425279698002529,0.48141412590613,0.619971454893576,0.515470312883208,0.485180256367539,0.625969704555893,0.463857768004211
"16",5.1,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"17",5.2,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"18",5.3,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"19",5.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"20",5.5,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"21",5.6,Inf,Inf,Inf,Inf,Inf,Inf,Inf
