"","Code","sum_increment_all","sum_ly_all","ICER","ICER_rank","Country","NCD_region","World_bank","iso3","q30diff","ICER2","ICER_rank2"
"1",1.2,257374.306277876,19862.2552361272,12.9579598700223,2,"Afghanistan","South Asia","LIC","AFG",10.6400320449613,41.3406924678552,3
"2",2.14,29174411.5933436,9537.09894570411,3059.04465911879,13,"Afghanistan","South Asia","LIC","AFG",10.6386012414428,0.364655211893635,9
"3",2.3,207074103.408072,31102.8734059915,6657.71617641548,15,"Afghanistan","South Asia","LIC","AFG",10.6673661588968,0.0515147282220756,15
"4",2.4,35047426.0058149,274418.227627695,127.7153719299,5,"Afghanistan","South Asia","LIC","AFG",10.6389937194375,0.303559916716061,10
"5",2.5,6609.55229642882,23205.1058542492,0.284831809772525,1,"Afghanistan","South Asia","LIC","AFG",10.6434072591635,1610.30683801597,1
"6",2.6,96367509.4569801,200672.01954722,480.223947884791,8,"Afghanistan","South Asia","LIC","AFG",10.648030177482,0.110493985343011,14
"7",2.7,6366076.77411492,132740.721612398,47.9587326088511,3,"Afghanistan","South Asia","LIC","AFG",10.6479826333436,1.67261297831647,6
"8",3.1,35217672.6211556,22920.3172809058,1536.52640098897,11,"Afghanistan","South Asia","LIC","AFG",10.6434108076735,0.302217892765574,11
"9",3.2,42656825.7080718,279140.351483878,152.814974550663,6,"Afghanistan","South Asia","LIC","AFG",10.6530397007561,0.249738219474223,13
"10",3.3,11806264.1461479,5883.21692597874,2006.7701556294,12,"Afghanistan","South Asia","LIC","AFG",10.6424395389965,0.901423126507713,8
"11",3.4,42047077.0363412,12649.8923255178,3323.90790011093,14,"Afghanistan","South Asia","LIC","AFG",10.6369525196989,0.25297721671605,12
"12",3.5,6607011.25905178,12496.0959420241,528.726034891631,9,"Afghanistan","South Asia","LIC","AFG",10.6413895127214,1.61062076262431,7
"13",4.2,2590094.49276066,6317.31315950336,409.999382231715,7,"Afghanistan","South Asia","LIC","AFG",10.6420185091508,4.10873755335772,5
"14",4.3,81444.755149979,1660.8170330439,49.0389690914412,4,"Afghanistan","South Asia","LIC","AFG",10.6447203204146,130.698659487803,2
"15",4.4,868960.811628812,852.591359165079,1019.19964621711,10,"Afghanistan","South Asia","LIC","AFG",10.6443499085819,12.2495166250706,4
"16",1.2,340318.464021351,2585.08938248778,131.646691339486,2,"Albania","Central and Eastern Europe","UMIC","ALB",11.4146711514272,33.5411455979982,4
"17",2.14,2783811.1688507,426.621448937107,6525.2489667042,14,"Albania","Central and Eastern Europe","UMIC","ALB",11.4155387525864,4.1006871731531,7
"18",2.3,72030072.6181514,2895.79966426393,24873.9833445834,16,"Albania","Central and Eastern Europe","UMIC","ALB",11.4205682033047,0.158552779251631,16
"19",2.4,12698908.9569082,33376.0641276471,380.479522940187,5,"Albania","Central and Eastern Europe","UMIC","ALB",11.3132792811298,0.890885927249315,13
"20",2.5,7478.52145496892,2032.0924355506,3.68020731937944,1,"Albania","Central and Eastern Europe","UMIC","ALB",11.4079726923986,1525.43156572999,1
"21",2.6,31324685.3142014,21677.0788957501,1445.0602622636,8,"Albania","Central and Eastern Europe","UMIC","ALB",11.3315483004409,0.361745000365689,15
"22",2.7,2097782.58417839,10487.2443059161,200.031821800412,3,"Albania","Central and Eastern Europe","UMIC","ALB",11.387674444137,5.42843406653462,6
"23",3.1,6574527.37814616,2054.82015021444,3199.56341554273,10,"Albania","Central and Eastern Europe","UMIC","ALB",11.4078791019966,1.73516337309912,11
"24",3.2,21613482.4970229,23193.6386835201,931.871138976567,7,"Albania","Central and Eastern Europe","UMIC","ALB",11.3527706966001,0.525263371979219,14
"25",3.3,4221594.64831689,1269.84369689128,3324.49943142754,11,"Albania","Central and Eastern Europe","UMIC","ALB",11.4347563548799,2.70863436863575,8
"26",3.4,7679335.54637327,640.743319442141,11985.0419245248,15,"Albania","Central and Eastern Europe","UMIC","ALB",11.415146296542,1.48647578004753,12
"27",3.5,4272405.94170124,1685.15717927494,2535.31598965712,9,"Albania","Central and Eastern Europe","UMIC","ALB",11.4152471810833,2.6718545327502,9
"28",4.1,4304354.93556399,1021.3377036622,4214.42870475644,13,"Albania","Central and Eastern Europe","UMIC","ALB",11.4116449803679,2.65118586900935,10
"29",4.2,257620.858554403,566.589953341216,454.686598368357,6,"Albania","Central and Eastern Europe","UMIC","ALB",11.4158801933864,44.3127169804678,3
"30",4.3,85645.1879086587,292.384998406605,292.919227646408,4,"Albania","Central and Eastern Europe","UMIC","ALB",11.4174734739517,133.311324929645,2
"31",4.4,656835.668525074,174.662275812917,3760.60408847883,12,"Albania","Central and Eastern Europe","UMIC","ALB",11.4188787866361,17.3846813347959,5
"32",1.2,3162883.41281716,33693.9384113002,93.8709916961326,2,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",9.45075560718678,2.98801896044883,3
"33",2.14,44242087.7087295,11596.8491261754,3815.00933808565,12,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",9.44886564737998,0.213571875486237,8
"34",2.3,1636378794.94554,48800.0225163255,33532.3368836174,16,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",9.46510916476343,0.00578417979626681,16
"35",2.4,156809821.522553,393557.960263747,398.441493642932,6,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",9.37570018751702,0.0597902611997334,13
"36",2.5,84770.5938487282,28410.7203360663,2.98375376780275,1,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",9.44761841272376,111.449241815893,1
