"","Code","sum_increment_all","sum_ly_all","ICER","ICER_rank","Country","NCD_region","World_bank","iso3","q30diff","ICER2","ICER_rank2"
"1",1.2,56882.9189361949,6145.17786674753,9.25651302039552,2,"Afghanistan","South Asia","LIC","AFG",0.336793849313214,5.92082571731231,2
"2",2.14,29174289.2788675,7643.88094131916,3816.68546420775,12,"Afghanistan","South Asia","LIC","AFG",0.272763322658695,0.0093494419024724,12
"3",2.3,188945957.480973,24881.8621593895,7593.72253855493,14,"Afghanistan","South Asia","LIC","AFG",1.14184415222654,0.00604323144802671,14
"4",2.4,35033715.3278264,219458.674503667,159.63695856206,5,"Afghanistan","South Asia","LIC","AFG",18.5360033638968,0.529090425906789,5
"5",2.5,6609.20301707309,18563.5889675968,0.356030454488602,1,"Afghanistan","South Asia","LIC","AFG",1.57765455066766,238.705717859206,1
"6",2.6,96254236.8002082,160498.590838373,599.720136466114,8,"Afghanistan","South Asia","LIC","AFG",13.6717678296558,0.142038088754824,8
"7",2.7,6360664.09621285,106475.138490102,59.7384909417531,3,"Afghanistan","South Asia","LIC","AFG",8.49187538368976,1.33506112808973,3
"8",3.1,35234877.489579,63713.3531966091,553.021866245996,7,"Afghanistan","South Asia","LIC","AFG",5.41737313809548,0.153750304359585,7
"9",3.2,42622815.8664523,224745.224580614,189.649483970076,6,"Afghanistan","South Asia","LIC","AFG",18.1880090223614,0.426720024302216,6
"10",3.3,11806231.3228222,4706.56028739804,2508.46278426173,11,"Afghanistan","South Asia","LIC","AFG",0.197880658646324,0.0167606963844431,11
"11",3.4,48656966.7118804,54452.2072505491,893.571981168674,9,"Afghanistan","South Asia","LIC","AFG",2.50528133909723,0.0514886460952677,9
"12",4.2,2590061.51840406,512.829674387438,5050.52973289392,13,"Afghanistan","South Asia","LIC","AFG",0.0238234644561422,0.00919803035057703,13
"13",4.3,81444.6005663713,1328.65225404676,61.2986583346471,4,"Afghanistan","South Asia","LIC","AFG",0.069509508273727,0.853457537888984,4
"14",4.4,868960.233337064,682.07288457912,1273.99908863591,10,"Afghanistan","South Asia","LIC","AFG",0.0361627911707774,0.0416161635290278,10
"15",1.2,75155.7324576786,727.837013856646,103.259014074381,2,"Albania","Central and Eastern Europe","UMIC","ALB",0.164443505819822,2.18803676635608,4
"16",2.14,2783778.20602728,341.94651232561,8140.97557859134,14,"Albania","Central and Eastern Europe","UMIC","ALB",0.0624046109143658,0.0224172352449814,14
"17",2.3,70427545.2550444,2316.63026756191,30400.8569002961,15,"Albania","Central and Eastern Europe","UMIC","ALB",0.244197435201194,0.00346735690299675,15
"18",2.4,12681129.5181977,26686.2677733813,475.193070304375,5,"Albania","Central and Eastern Europe","UMIC","ALB",15.3183995441883,1.20796806957976,5
"19",2.5,7477.71383475936,1625.62709848968,4.59989492160083,1,"Albania","Central and Eastern Europe","UMIC","ALB",1.06231298200936,142.063872125102,1
"20",2.6,31240646.3599845,17336.2482181195,1802.0419393472,8,"Albania","Central and Eastern Europe","UMIC","ALB",10.8611546699427,0.347661010108118,8
"21",2.7,2094033.79248241,8425.01412175709,248.549588430326,3,"Albania","Central and Eastern Europe","UMIC","ALB",5.22311788772434,2.49428538664245,3
"22",3.1,6600008.38655817,6515.98534820374,1012.89490903745,6,"Albania","Central and Eastern Europe","UMIC","ALB",4.25761187201107,0.645091888168246,6
"23",3.2,21514626.998459,18737.6424817077,1148.20351703595,7,"Albania","Central and Eastern Europe","UMIC","ALB",11.3369637493304,0.526942147318771,7
"24",3.3,4221465.28360839,1015.86488987784,4155.53812881164,10,"Albania","Central and Eastern Europe","UMIC","ALB",1.18132280476169,0.279837147861591,9
"25",3.4,11963268.0427744,5178.28346121842,2310.27678039848,9,"Albania","Central and Eastern Europe","UMIC","ALB",1.06707579972329,0.089196011985018,12
"26",4.1,4303707.09412784,550.278791815756,7820.95759120008,13,"Albania","Central and Eastern Europe","UMIC","ALB",0.401223537361131,0.093227426631468,11
"27",4.2,257563.038065605,42.2825110276171,6091.47923824524,12,"Albania","Central and Eastern Europe","UMIC","ALB",0.00916897782476869,0.0355989659604543,13
"28",4.3,85644.3497907459,233.907548766918,366.146155787764,4,"Albania","Central and Eastern Europe","UMIC","ALB",0.247444194916649,2.88920629932071,2
"29",4.4,656831.62705398,139.729695426548,4700.73039985447,11,"Albania","Central and Eastern Europe","UMIC","ALB",0.138023394703449,0.210135122942407,10
"30",1.2,698870.046707146,9585.47755600933,72.9092570113014,2,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",0.233571384272993,0.334212898912333,2
"31",2.14,44241822.9141346,9286.89517591182,4763.89816791388,12,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",0.1462925458708,0.00330665728115968,14
"32",2.3,1610194472.86775,39039.5782781787,41245.1810158967,15,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",0.946548762929753,0.000587847479841334,15
"33",2.4,156681896.028134,314737.248959868,497.818089679345,5,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",19.5007700619224,0.124460901714011,5
"34",2.5,84763.6828064706,22728.0389350504,3.72947631111944,1,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",1.48180123057141,17.4815579209154,1
"35",2.6,459101417.490295,237698.805820144,1931.44183415745,10,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",15.265652330195,0.0332511548616983,9
"36",2.7,37792162.8434821,125243.928408341,301.748462570305,4,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",7.65051154659281,0.202436456952139,4
"37",3.1,128287124.502049,91327.2755855531,1404.69672044331,8,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",5.95489668381626,0.0464185061979556,8
"38",3.2,277708112.414048,332557.926867453,835.066886030757,6,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",20.1733123196781,0.0726421426594871,6
"39",3.3,55391377.5575469,19432.7484716642,2850.41396168513,11,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",1.40066097206918,0.0252866246305937,10
"40",3.4,170370978.634799,101419.89700938,1679.85753938443,9,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",1.95811524577066,0.0114932441044904,11
"41",4.1,86094992.2244063,8180.48291698738,10524.4388501348,14,"Algeria","Central Asia, Middle East and North Africa","UMIC","DZA",0.561069505384611,0.0065168657419956,12
