"","unique_id","cost_2023","cost_2024","cost_2025","cost_2026","cost_2027","cost_2028","cost_2029","cost_2030","senario","Country","Class","Region","total_cost","adjusted_uc","pin_sum"
"1","C1.2_a",61245.494004507,63651.6611577185,66193.156380361,68758.4288468837,71462.1088359332,74310.9908069722,77310.7394593632,80464.9347968162,"Baseline","Afghanistan","LIC","South Asia",563397.514288555,7.84986196360475,93513.8013339938
"2","C2.4_a",1266465.32303577,1316911.46478048,1370050.57509041,1424513.55063558,1482021.95676171,1542309.1519139,1604993.29350961,1669745.43590553,"Baseline","Afghanistan","LIC","South Asia",11677010.751633,0.468768684082873,32430674.9488659
"3","C2.4_b",1944697.36306622,2022159.0014099,2103755.77774145,2187385.3908078,2275691.35838023,2368264.24395921,2464517.71624146,2563946.66883874,"Baseline","Afghanistan","LIC","South Asia",17930417.520445,14.3961813599256,1621533.7474433
"4","C2.4_c",3331102.7632954,3463788.02447618,3603556.42868971,3746806.91098553,3898067.59461818,4056637.14935453,4221511.23906411,4391824.65905361,"Baseline","Afghanistan","LIC","South Asia",30713294.7695372,24.6594459475888,1621533.7474433
"5","C2.4_d",859012.100319245,893228.470388704,929271.414420535,966212.30349324,1005218.83279481,1046110.14595442,1088627.24859389,1132547.02502042,"Baseline","Afghanistan","LIC","South Asia",7920227.54098526,22.7110144698228,454029.449284123
"6","C2.4_e",932708.77372271,969860.646853329,1008995.80003312,1049105.93507595,1091458.92649309,1135858.40181927,1182023.14693795,1229710.90453501,"Baseline","Afghanistan","LIC","South Asia",8599722.53547043,24.6594459475888,454029.449284123
"7","C2.5_a",1579.06028912297,1642.21704505864,1707.766888001,1772.19910555823,1839.54796701218,1910.33699623839,1985.37014051269,2065.23135649555,"Baseline","Afghanistan","LIC","South Asia",14501.7297879996,0.198728191029943,95062.1202772223
"8","C2.6_a",5055030.82256743,5251418.70133931,5458981.69659159,5669735.89851948,5889542.05785944,6120396.50233137,6364414.11814639,6623485.03566554,"Baseline","Afghanistan","LIC","South Asia",46433004.8330205,28.7923627198513,2102027.99956959
"9","C2.6_b",715717.64193805,743791.700089782,773535.327916873,802999.674144465,834093.364583129,866970.000834102,901787.238133263,938700.856437911,"Baseline","Afghanistan","LIC","South Asia",6577595.80407757,28.7923627198513,297743.913556044
"10","C2.6_c",13825481.5126384,14362601.2815517,14930284.9326102,15506696.5163847,16107865.1539233,16739250.7905664,17406637.6284759,18115195.1637995,"Baseline","Afghanistan","LIC","South Asia",126994012.97995,78.746953769573,2102027.99956959
"11","C2.6_d",1957483.81646029,2034266.21118451,2115614.86979336,2196199.69476277,2281240.76719309,2371158.18661937,2466383.13924512,2567341.68239725,"Baseline","Afghanistan","LIC","South Asia",17989688.3676558,78.746953769573,297743.913556044
"12","C2.6_e",141113.595393836,146617.431836689,152425.972405451,158327.758081896,164494.672010599,170975.577577547,177821.920734594,185073.787297693,"Baseline","Afghanistan","LIC","South Asia",1296850.7153383,24.2593521870715,69667.03966191
"13","C2.6_f",711097.839400237,738953.522130428,768369.076291025,798058.710775307,829271.337889126,862159.78869501,896888.113099736,933579.907138248,"Baseline","Afghanistan","LIC","South Asia",6538378.29541912,136.891731053018,62239.6280604036
"14","C2.6_g",346157.350311643,359883.939413247,374310.965649073,389075.339848449,404583.201481948,420849.935576449,437889.069087226,455703.389933715,"Baseline","Afghanistan","LIC","South Asia",3188453.19130175,136.891731053018,30330.2215760288
"15","C2.7_a",154231.432547597,160183.446262181,166453.405341994,172986.554390476,179767.922168822,186860.631198326,194330.844666886,202225.12087391,"Baseline","Afghanistan","LIC","South Asia",1417039.35745019,19.2170038572119,96108.5767507195
"16","C2.7_b",23247.1839861806,24144.3263885148,25089.3924486984,26074.1289283543,27096.2792242903,28165.3577450933,29291.3372166649,30481.2353352976,"Baseline","Afghanistan","LIC","South Asia",213589.241273094,2.89656405930016,96108.5767507195
"17","C2.7_c",262.346218147408,270.083347382984,277.992876287957,286.014599233399,294.147892092915,302.427058277368,310.895617256525,319.583646659003,"Baseline","Afghanistan","LIC","South Asia",2323.49125533756,2.89656405930016,1058.5258701602
"18","C2.7_d",33234.4477779932,34515.1352238082,35865.1163980575,37269.5705887392,38726.687513306,40249.7099985227,41852.2194687327,43544.8054842048,"Baseline","Afghanistan","LIC","South Asia",305257.692453364,2.89656405930016,137368.068236289
"19","C2.7_e",194.271072098509,201.745942607395,209.613427315327,217.338691272076,225.480819014212,234.083504514865,243.191245739245,252.828058970306,"Baseline","Afghanistan","LIC","South Asia",1778.55276153194,2.89656405930016,801.209295775769
"20","C2.7_f",996.005523722966,1028.79203950495,1062.80142812393,1097.71934932537,1133.58571114978,1170.61136424366,1209.05689483188,1249.22132595017,"Baseline","Afghanistan","LIC","South Asia",8947.79363685271,2.89656405930016,4057.0804116986
"21","C2.7_g",2607.76814061085,2684.67658344188,2763.29870969658,2843.03606469887,2923.88244452122,3006.17883117814,3090.35781595132,3176.71837582698,"Baseline","Afghanistan","LIC","South Asia",23095.9169659259,28.7923627198513,1058.5258701602
"22","C2.7_h",330356.331027988,343086.592370654,356505.64571738,370466.170550824,384950.172339998,400089.287141915,416018.51673383,432843.123231155,"Baseline","Afghanistan","LIC","South Asia",3034315.83911374,28.7923627198513,137368.068236289
"23","C2.7_i",1931.08906253091,2005.39060690198,2083.59480634869,2160.38530619458,2241.31950632396,2326.83173261301,2417.36430276243,2513.15594290285,"Baseline","Afghanistan","LIC","South Asia",17679.1312665784,28.7923627198513,801.209295775769
