"","Country","year_id","Region","sum_increment","DALY.ave","ICER"
"1","Afghanistan",2023,"South Asia",4114809.25747235,0,Inf
"2","Afghanistan",2024,"South Asia",8517882.88781299,59783.4330777328,142.478985386097
"3","Afghanistan",2025,"South Asia",13220403.3376518,86064.0497697932,153.611215984074
"4","Afghanistan",2026,"South Asia",18240971.9072992,112608.650102208,161.98553033664
"5","Afghanistan",2027,"South Asia",23595704.6868042,139623.619296081,168.995079813595
"6","Afghanistan",2028,"South Asia",29298695.0376192,167201.219258729,175.230151834492
"7","Afghanistan",2029,"South Asia",35361622.9063398,195440.41077053,180.933015679436
"8","Afghanistan",2030,"South Asia",41795303.4481658,224449.081592248,186.212851269734
"9","Albania",2023,"Central and Eastern Europe",362.682512484172,0,Inf
"10","Albania",2024,"Central and Eastern Europe",753.762469968925,18734.7908967196,0.0402333003941296
"11","Albania",2025,"Central and Eastern Europe",1152.73843344084,18572.5614238575,0.0620667449757408
"12","Albania",2026,"Central and Eastern Europe",1561.55480103985,18362.4898398863,0.0850404718889432
"13","Albania",2027,"Central and Eastern Europe",1981.9931848839,18191.1376068616,0.10895377890695
"14","Albania",2028,"Central and Eastern Europe",2414.8416330386,18065.6946020009,0.133670013040691
"15","Albania",2029,"Central and Eastern Europe",2859.06559422832,17984.9809459807,0.158969620419158
"16","Albania",2030,"Central and Eastern Europe",3313.24921086445,17945.2034861997,0.184631465082712
"17","Algeria",2023,"Central Asia, Middle East and North Africa",17982526.340789,0,Inf
"18","Algeria",2024,"Central Asia, Middle East and North Africa",37929951.4089125,171505.164772922,221.159237152612
"19","Algeria",2025,"Central Asia, Middle East and North Africa",59179812.403622,189273.743738158,312.667838839241
"20","Algeria",2026,"Central Asia, Middle East and North Africa",81958551.5879038,207228.288333474,395.498858997547
"21","Algeria",2027,"Central Asia, Middle East and North Africa",106115444.336678,225498.556283464,470.581479924353
"22","Algeria",2028,"Central Asia, Middle East and North Africa",131711820.004458,244125.556561197,539.524914391503
"23","Algeria",2029,"Central Asia, Middle East and North Africa",158868279.650315,263258.513348243,603.468725967321
"24","Algeria",2030,"Central Asia, Middle East and North Africa",187683565.310698,282945.571367031,663.320384920388
"25","Angola",2023,"Sub-Saharan Africa",6822256.86377205,0,Inf
"26","Angola",2024,"Sub-Saharan Africa",14552267.1022667,114628.416781244,126.951653969348
"27","Angola",2025,"Sub-Saharan Africa",22849843.7414462,132184.397062144,172.86339575089
"28","Angola",2026,"Sub-Saharan Africa",31901186.8744705,149252.729031001,213.739387424161
"29","Angola",2027,"Sub-Saharan Africa",41653318.785413,166137.836496616,250.715428007043
"30","Angola",2028,"Sub-Saharan Africa",52116921.5195415,182941.973109506,284.882253283369
"31","Angola",2029,"Sub-Saharan Africa",63291117.8072415,199739.693711974,316.868002704097
"32","Angola",2030,"Sub-Saharan Africa",75174703.5505215,216627.92638992,347.022218249048
"33","Argentina",2023,"Latin America and Caribbean",109573681.53247,0,Inf
"34","Argentina",2024,"Latin America and Caribbean",224664129.978284,84174.274759955,2669.03552919194
"35","Argentina",2025,"Latin America and Caribbean",344872908.203488,147188.910211361,2343.06312689085
"36","Argentina",2026,"Latin America and Caribbean",471589887.384351,205282.46570802,2297.27310492806
"37","Argentina",2027,"Latin America and Caribbean",603618650.510149,259145.627511122,2329.26426854045
"38","Argentina",2028,"Latin America and Caribbean",740767244.585908,309280.836951733,2395.12816858263
"39","Argentina",2029,"Latin America and Caribbean",882957134.257731,356164.123883079,2479.07376136398
"40","Argentina",2030,"Latin America and Caribbean",1030209362.55506,400240.215399012,2573.97763372682
"41","Armenia",2023,"Central Asia, Middle East and North Africa",2547544.74231545,0,Inf
"42","Armenia",2024,"Central Asia, Middle East and North Africa",5210621.1355178,14253.9351844348,365.556673865598
"43","Armenia",2025,"Central Asia, Middle East and North Africa",7941229.07913531,19029.1878507985,417.318339668504
"44","Armenia",2026,"Central Asia, Middle East and North Africa",10771527.1238818,23667.5715694287,455.117547327725
"45","Armenia",2027,"Central Asia, Middle East and North Africa",13666772.3532241,28210.0885215043,484.46400098341
"46","Armenia",2028,"Central Asia, Middle East and North Africa",16629545.3458519,32697.1233875449,508.5935282058
"47","Armenia",2029,"Central Asia, Middle East and North Africa",19669210.0116921,37192.5131866998,528.848639858141
"48","Armenia",2030,"Central Asia, Middle East and North Africa",22793243.9762238,41779.4543959701,545.561073158063
"49","Azerbaijan",2023,"Central Asia, Middle East and North Africa",7866141.93329557,0,Inf
"50","Azerbaijan",2024,"Central Asia, Middle East and North Africa",16513628.2951806,75487.7311153804,218.759102322735
"51","Azerbaijan",2025,"Central Asia, Middle East and North Africa",25643338.3858152,96243.4197787765,266.442510508859
"52","Azerbaijan",2026,"Central Asia, Middle East and North Africa",35400549.2729984,116777.514821338,303.145252980927
"53","Azerbaijan",2027,"Central Asia, Middle East and North Africa",45700283.1571267,137317.665207375,332.807021500917
"54","Azerbaijan",2028,"Central Asia, Middle East and North Africa",56561326.1915895,157947.132818757,358.102899256128
"55","Azerbaijan",2029,"Central Asia, Middle East and North Africa",67999717.2187025,178725.630343026,380.469869308567
"56","Azerbaijan",2030,"Central Asia, Middle East and North Africa",80013078.8752837,199701.422561479,400.663539843595
"57","Bangladesh",2023,"South Asia",151322365.38757,0,Inf
"58","Bangladesh",2024,"South Asia",314266969.961833,672630.350803516,467.220917977331
"59","Bangladesh",2025,"South Asia",487930123.202015,915254.370009177,533.108761007197
"60","Bangladesh",2026,"South Asia",673700138.263937,1161363.38639203,580.094177376212
"61","Bangladesh",2027,"South Asia",871563960.583481,1412781.47133251,616.913498845252
"62","Bangladesh",2028,"South Asia",1082015867.02343,1670464.16805914,647.733658531918
"63","Bangladesh",2029,"South Asia",1305597427.43502,1935230.38287851,674.647028584287
"64","Bangladesh",2030,"South Asia",1542931311.68432,2207791.46878621,698.857357453502
"65","Belarus",2023,"Central and Eastern Europe",1620.65535174311,0,Inf
"66","Belarus",2024,"Central and Eastern Europe",3279.71678328413,16627.5810202692,0.197245575245498
"67","Belarus",2025,"Central and Eastern Europe",4975.54414618098,18699.278506535,0.266082145599474
"68","Belarus",2026,"Central and Eastern Europe",6709.13407560479,20520.9377460861,0.326940910723459
"69","Belarus",2027,"Central and Eastern Europe",8494.98940542863,22179.7146996463,0.383007154080486
"70","Belarus",2028,"Central and Eastern Europe",10333.111187503,23700.9365561898,0.435979023993646
"71","Belarus",2029,"Central and Eastern Europe",12207.7000652255,25088.6501972931,0.486582576951176
"72","Belarus",2030,"Central and Eastern Europe",14101.4274357786,26346.6710715279,0.535226154283209
"73","Belize",2023,"Latin America and Caribbean",208116.090931021,0,Inf
