"","Country","year_id","Region","sum_increment","DALY.ave","ICER"
"1","Afghanistan",2023,"South Asia",2277824.65313202,0,Inf
"2","Afghanistan",2024,"South Asia",4739659.83238973,17987.8850397427,263.491779156797
"3","Afghanistan",2025,"South Asia",7401733.21099768,53522.7503069259,138.291346549878
"4","Afghanistan",2026,"South Asia",10310682.9660095,105216.600581192,97.9948307496698
"5","Afghanistan",2027,"South Asia",13456707.4048237,131083.391462411,102.657607914291
"6","Afghanistan",2028,"South Asia",16850506.898537,157162.694596374,107.216963553676
"7","Afghanistan",2029,"South Asia",20501535.5571755,183548.217111456,111.69563986953
"8","Afghanistan",2030,"South Asia",24417795.0956176,210341.329852617,116.086529987838
"9","Albania",2023,"Central and Eastern Europe",226.676570302608,0,Inf
"10","Albania",2024,"Central and Eastern Europe",459.861761247655,5290.71730862522,0.086918603739792
"11","Albania",2025,"Central and Eastern Europe",701.560888752594,10303.5498286146,0.0680892411277759
"12","Albania",2026,"Central and Eastern Europe",953.125633932634,15005.3134192352,0.0635192086498394
"13","Albania",2027,"Central and Eastern Europe",1211.80392086947,14831.180010441,0.0817065075075867
"14","Albania",2028,"Central and Eastern Europe",1478.16567510847,14697.3278560851,0.100573770251473
"15","Albania",2029,"Central and Eastern Europe",1751.65811204221,14602.3596043663,0.119957195925954
"16","Albania",2030,"Central and Eastern Europe",2031.4855753692,14542.763771622,0.139690474745477
"17","Algeria",2023,"Central Asia, Middle East and North Africa",13056198.1709694,0,Inf
"18","Algeria",2024,"Central Asia, Middle East and North Africa",27273590.1373901,60466.3968671132,451.053668657141
"19","Algeria",2025,"Central Asia, Middle East and North Africa",42768785.3020401,140732.990721051,303.900209061945
"20","Algeria",2026,"Central Asia, Middle East and North Africa",59797640.6209384,236228.938684791,253.134272853541
"21","Algeria",2027,"Central Asia, Middle East and North Africa",77910267.5310398,265773.573312007,293.14527610906
"22","Algeria",2028,"Central Asia, Middle East and North Africa",97122707.4591284,295178.239656434,329.030715720008
"23","Algeria",2029,"Central Asia, Middle East and North Africa",117521662.993378,324655.553200515,361.988765739036
"24","Algeria",2030,"Central Asia, Middle East and North Africa",139202046.11816,354301.543553922,392.891446991322
"25","Angola",2023,"Sub-Saharan Africa",3529594.30976081,0,Inf
"26","Angola",2024,"Sub-Saharan Africa",7406076.77693325,42959.6972278993,172.395925828907
"27","Angola",2025,"Sub-Saharan Africa",11662450.6987802,95214.3931226573,122.486215752658
"28","Angola",2026,"Sub-Saharan Africa",16417047.5941893,153524.386820038,106.934461255549
"29","Angola",2027,"Sub-Saharan Africa",21550662.3207528,167171.277834461,128.913666270428
"30","Angola",2028,"Sub-Saharan Africa",27068356.8903118,181096.082354468,149.469588399652
"31","Angola",2029,"Sub-Saharan Africa",32968048.7710184,195339.701815597,168.772904149002
"32","Angola",2030,"Sub-Saharan Africa",39244049.0220309,209966.731930571,186.906033452041
"33","Argentina",2023,"Latin America and Caribbean",212487893.233254,0,Inf
"34","Argentina",2024,"Latin America and Caribbean",432373633.021912,19508.243681947,22163.6370793355
"35","Argentina",2025,"Latin America and Caribbean",661000649.409296,67947.5907929693,9728.09545850286
"36","Argentina",2026,"Latin America and Caribbean",900050419.137966,140900.372693466,6387.84981141294
"37","Argentina",2027,"Latin America and Caribbean",1147646452.33105,179606.839781773,6389.77031011443
"38","Argentina",2028,"Latin America and Caribbean",1403819210.63871,216828.956616404,6474.31612707631
"39","Argentina",2029,"Latin America and Caribbean",1668737388.88295,252791.371827128,6601.24345550893
"40","Argentina",2030,"Latin America and Caribbean",1942670205.66383,287713.798035097,6752.09259663957
"41","Armenia",2023,"Central Asia, Middle East and North Africa",905369.421609161,0,Inf
"42","Armenia",2024,"Central Asia, Middle East and North Africa",1838343.99301177,3793.45320312495,484.609640497841
"43","Armenia",2025,"Central Asia, Middle East and North Africa",2804514.16820636,10127.2523238729,276.927450656612
"44","Armenia",2026,"Central Asia, Middle East and North Africa",3843220.78301439,18615.5575981241,206.452090556861
"45","Armenia",2027,"Central Asia, Middle East and North Africa",4915845.35444824,22165.9353025142,221.774776807666
"46","Armenia",2028,"Central Asia, Middle East and North Africa",6024417.99415423,25683.7107032249,234.561822618481
"47","Armenia",2029,"Central Asia, Middle East and North Africa",7172272.24062686,29219.4847734658,245.461968143257
"48","Armenia",2030,"Central Asia, Middle East and North Africa",8360328.82889646,32837.8807435507,254.594043208419
"49","Azerbaijan",2023,"Central Asia, Middle East and North Africa",2489808.81048247,0,Inf
"50","Azerbaijan",2024,"Central Asia, Middle East and North Africa",5177852.30812416,20641.5172612299,250.84649750285
"51","Azerbaijan",2025,"Central Asia, Middle East and North Africa",8103822.27475135,53271.7919105336,152.122201715331
"52","Azerbaijan",2026,"Central Asia, Middle East and North Africa",11373656.2704602,95638.9131703062,118.922893343705
"53","Azerbaijan",2027,"Central Asia, Middle East and North Africa",14864570.7222687,112599.804251176,132.012402873368
"54","Azerbaijan",2028,"Central Asia, Middle East and North Africa",18577902.4258736,129389.833155087,143.580851546551
"55","Azerbaijan",2029,"Central Asia, Middle East and North Africa",22514457.0379496,146071.085488393,154.133564234646
"56","Azerbaijan",2030,"Central Asia, Middle East and North Africa",26672436.9697474,162696.408737692,163.939924529927
"57","Bangladesh",2023,"South Asia",93750527.550734,0,Inf
"58","Bangladesh",2024,"South Asia",193488792.299108,166879.288471435,1159.45360308884
"59","Bangladesh",2025,"South Asia",299952919.918613,449980.136799526,666.591467907943
"60","Bangladesh",2026,"South Asia",414393582.301519,839601.633780614,493.559761711706
"61","Bangladesh",2027,"South Asia",535969897.719988,1021146.91593857,524.870505266484
"62","Bangladesh",2028,"South Asia",664939303.944292,1209480.16849858,549.772804269897
"63","Bangladesh",2029,"South Asia",801596788.517445,1405206.63898778,570.447624055393
"64","Bangladesh",2030,"South Asia",946290144.611574,1608870.90433448,588.170338628264
"65","Belarus",2023,"Central and Eastern Europe",1012.90959483945,0,Inf
"66","Belarus",2024,"Central and Eastern Europe",2042.98540991024,4427.31602347537,0.461450097322515
"67","Belarus",2025,"Central and Eastern Europe",3099.10134296376,9921.77315471589,0.312353577796801
"68","Belarus",2026,"Central and Eastern Europe",4182.78092822668,16253.821909127,0.257341378022478
"69","Belarus",2027,"Central and Eastern Europe",5298.77463322993,17422.6620458786,0.304131172336168
"70","Belarus",2028,"Central and Eastern Europe",6447.05994113421,18487.0444691438,0.348733944568307
"71","Belarus",2029,"Central and Eastern Europe",7617.76780341612,19449.2375383342,0.391674367100591
"72","Belarus",2030,"Central and Eastern Europe",8800.09004154614,20312.0250307732,0.433245332664457
"73","Belize",2023,"Latin America and Caribbean",197282.998532483,0,Inf
"74","Belize",2024,"Latin America and Caribbean",415397.212734883,682.005034163462,609.082326268167
"75","Belize",2025,"Latin America and Caribbean",657186.125087015,1555.71803534542,422.432671059892
"76","Belize",2026,"Latin America and Caribbean",924916.545516365,2556.42086447158,361.801360007108
"77","Belize",2027,"Latin America and Caribbean",1213929.57271122,2840.37511738268,427.383540040942
"78","Belize",2028,"Latin America and Caribbean",1525450.32106873,3127.5556459592,487.745221428629
"79","Belize",2029,"Latin America and Caribbean",1860754.572831,3417.18234565481,544.528908501789
"80","Belize",2030,"Latin America and Caribbean",2221431.62306787,3708.85872815908,598.952881705065
"81","Benin",2023,"Sub-Saharan Africa",3073033.1436979,0,Inf
"82","Benin",2024,"Sub-Saharan Africa",6370688.70221518,22466.7693264533,283.560515962305
"83","Benin",2025,"Sub-Saharan Africa",9915493.68873646,50731.9340709166,195.44876161977
"84","Benin",2026,"Sub-Saharan Africa",13746933.2036101,83414.7057279001,164.802274175165
"85","Benin",2027,"Sub-Saharan Africa",17838997.3811247,92076.4557005913,193.741138767683
"86","Benin",2028,"Sub-Saharan Africa",22201277.9783372,101055.993990438,219.692836631124
"87","Benin",2029,"Sub-Saharan Africa",26842698.0143088,110388.480054781,243.165754261568
"88","Benin",2030,"Sub-Saharan Africa",31772831.6868118,120102.523025245,264.547578905843
"89","Bhutan",2023,"South Asia",734647.489354459,0,Inf
"90","Bhutan",2024,"South Asia",1520085.42415722,1520.44154920358,999.765775246968
"91","Bhutan",2025,"South Asia",2360568.57094356,3551.65866594509,664.638354349126
"92","Bhutan",2026,"South Asia",3264159.35719643,5985.1995732747,545.371848880638
"93","Bhutan",2027,"South Asia",4221766.92525421,6793.25015670479,621.46495828472
"94","Bhutan",2028,"South Asia",5235342.59343843,7610.63649884052,687.898127079915
"95","Bhutan",2029,"South Asia",6309344.39012263,8441.8697642142,747.387079680911
"96","Bhutan",2030,"South Asia",7447925.74348355,9289.4558870961,801.761247806709
"97","Bolivia",2023,"Latin America and Caribbean",2526658.61169887,0,Inf
"98","Bolivia",2024,"Latin America and Caribbean",5271347.48279004,25820.211168877,204.155862564904
"99","Bolivia",2025,"Latin America and Caribbean",8264049.34617547,55590.5214158848,148.659324210153
"100","Bolivia",2026,"Latin America and Caribbean",11522225.5339915,87343.7997406471,131.918070523664
"101","Bolivia",2027,"Latin America and Caribbean",14992627.8201552,93710.1808507218,159.98931689224
"102","Bolivia",2028,"Latin America and Caribbean",18683974.5562716,100155.940497003,186.548840373884
"103","Bolivia",2029,"Latin America and Caribbean",22603843.2775476,106672.111056596,211.900215095162
"104","Bolivia",2030,"Latin America and Caribbean",26762559.8469031,113252.98943288,236.307756474402
"105","Bosnia and Herzegovina",2023,"Central and Eastern Europe",4895144.753519,0,Inf
"106","Bosnia and Herzegovina",2024,"Central and Eastern Europe",10092135.8606096,9581.08403957667,1053.33966583759
"107","Bosnia and Herzegovina",2025,"Central and Eastern Europe",15660236.1535605,22661.4032848877,691.053239584855
"108","Bosnia and Herzegovina",2026,"Central and Eastern Europe",21723536.9625806,38160.5768983662,569.26647153258
"109","Bosnia and Herzegovina",2027,"Central and Eastern Europe",28008599.590094,42788.4297586473,654.58348782789
"110","Bosnia and Herzegovina",2028,"Central and Eastern Europe",34498629.4883656,47203.476877812,730.849330816596
"111","Bosnia and Herzegovina",2029,"Central and Eastern Europe",41168189.9872819,51414.8030273739,800.706947478988
"112","Bosnia and Herzegovina",2030,"Central and Eastern Europe",47984390.6540963,55434.7707497711,865.600957757988
"113","Botswana",2023,"Sub-Saharan Africa",179.485418025913,0,Inf
"114","Botswana",2024,"Sub-Saharan Africa",375.827251470793,1401.28365110118,0.268202123942182
"115","Botswana",2025,"Sub-Saharan Africa",589.656331357973,2765.66115445695,0.213206281762943
"116","Botswana",2026,"Sub-Saharan Africa",820.600587937942,4084.0952807261,0.200925916643171
"117","Botswana",2027,"Sub-Saharan Africa",1067.37958104108,4059.34720270427,0.26294365269618
"118","Botswana",2028,"Sub-Saharan Africa",1330.36536030284,4041.34619372084,0.329188665492175
"119","Botswana",2029,"Sub-Saharan Africa",1610.48711689068,4030.87900937657,0.399537449063689
"120","Botswana",2030,"Sub-Saharan Africa",1908.7478485189,4028.28111583619,0.473836803746176
"121","Brazil",2023,"Latin America and Caribbean",30605.632810831,0,Inf
"122","Brazil",2024,"Latin America and Caribbean",63147.5746167126,249713.576124336,0.252880021970734
"123","Brazil",2025,"Latin America and Caribbean",97620.1047533688,498441.662671611,0.195850612146128
"124","Brazil",2026,"Latin America and Caribbean",133962.435478735,744420.436555515,0.179955343647722
"125","Brazil",2027,"Latin America and Caribbean",171616.582245357,748193.341897555,0.22937464507517
"126","Brazil",2028,"Latin America and Caribbean",210540.700453971,751864.774393902,0.280024690109592
"127","Brazil",2029,"Latin America and Caribbean",250740.737761055,755506.424336579,0.331884322467852
"128","Brazil",2030,"Latin America and Caribbean",292221.665977807,759127.798284827,0.384943966797227
"129","Bulgaria",2023,"Central and Eastern Europe",32391207.8096109,0,Inf
"130","Bulgaria",2024,"Central and Eastern Europe",65099125.575955,9494.01854605949,6856.85679463672
"131","Bulgaria",2025,"Central and Eastern Europe",98669590.4384349,33431.365566857,2951.40772042687
"132","Bulgaria",2026,"Central and Eastern Europe",134300557.042022,68589.9685101782,1958.02039218159
"133","Bulgaria",2027,"Central and Eastern Europe",170676955.745424,85674.0164860199,1992.16708572634
"134","Bulgaria",2028,"Central and Eastern Europe",207562959.526602,101114.60123821,2052.74962255567
"135","Bulgaria",2029,"Central and Eastern Europe",244760028.772541,115100.977633492,2126.48088491405
"136","Bulgaria",2030,"Central and Eastern Europe",282096375.0858,127823.544329371,2206.92030224811
"137","Burkina Faso",2023,"Sub-Saharan Africa",3849354.85924366,0,Inf
"138","Burkina Faso",2024,"Sub-Saharan Africa",7986975.47587535,31667.8697314331,252.210696318091
"139","Burkina Faso",2025,"Sub-Saharan Africa",12437300.9854759,71808.1035223486,173.201914204643
