"","unique_id","cost_2023","cost_2024","cost_2025","cost_2026","cost_2027","cost_2028","cost_2029","cost_2030","senario","Country","Class","Region","total_cost","adjusted_uc","pin_sum"
"1","C1.2_a",28150.391893608,29261.3564831662,30419.3880146038,31640.1371511464,32912.6733635591,34237.6219038719,35615.5183501231,37046.9272621856,"Baseline","Afghanistan","LIC","South Asia",259284.014422264,7.84986196360475,43004.5342924018
"2","C2.4_a",2626812.73887505,2731690.76967765,2841892.87946223,2955893.38246715,3075947.09167001,3201487.77320987,3331703.26841068,3465916.79468572,"Baseline","Afghanistan","LIC","South Asia",24231344.6984584,0.468768684082873,67282285.70092
"3","C2.4_b",4033553.63438939,4194597.15151981,4363815.95949214,4538867.31980139,4723213.5687405,4915985.23639493,5115935.22755645,5322024.32126275,"Baseline","Afghanistan","LIC","South Asia",37207992.4191574,14.3961813599256,3364114.285046
"4","C2.4_c",6909137.59261223,7184991.57128896,7474849.13449839,7774697.36853176,8090466.96379465,8420668.59156682,8763166.08281084,9116179.33956133,"Baseline","Afghanistan","LIC","South Asia",63734156.644665,24.6594459475888,3364114.285046
"5","C2.4_d",1781702.10184482,1852838.27579164,1927585.64081127,2004909.36199219,2086338.82320022,2171489.96201432,2259811.91129473,2350845.6261543,"Baseline","Afghanistan","LIC","South Asia",16435521.7031035,22.7110144698228,941951.999812881
"6","C2.4_e",1934558.52593142,2011797.63996091,2092957.75765955,2176915.26318889,2265330.7498625,2357787.20563871,2453686.50318704,2552530.21507717,"Baseline","Afghanistan","LIC","South Asia",17845563.8605062,24.6594459475888,941951.999812881
"7","C2.5_a",3277.36854738034,3408.94588001175,3544.9257194554,3680.795214828,3822.17301931681,3970.10336847995,4126.20125346236,4291.67800748772,"Baseline","Afghanistan","LIC","South Asia",30122.1910104223,0.198728191029943,197381.972312695
"8","C2.7_a",322147.756097146,334664.986647245,347379.511243387,362183.041554813,377177.183576293,392408.260822899,407936.612813016,423802.351732831,"Baseline","Afghanistan","LIC","South Asia",2967699.70448763,19.2170038572119,200940.574817309
"9","C2.7_b",48557.0809595793,50443.7933941915,52360.2438070612,54591.5684281854,56851.6238042561,59147.3922427052,61487.9686722538,63879.3991715576,"Baseline","Afghanistan","LIC","South Asia",447319.07047979,2.89656405930016,200940.574817309
"10","C2.7_c",545.722830339376,562.065008191448,578.507407031394,596.085735562754,613.683800197237,631.325148574657,649.061567013998,666.947202818054,"Baseline","Afghanistan","LIC","South Asia",4843.39869972892,2.89656405930016,2204.19299273009
"11","C2.7_d",69412.607702231,72108.7832635312,74854.9784399779,78028.7821155561,81244.5160272767,84512.7851730108,87846.7252275813,91257.8761169638,"Baseline","Afghanistan","LIC","South Asia",639267.054066129,2.89656405930016,287195.297195833
"12","C2.7_e",403.819910143495,419.429037753848,435.660141980847,452.263531831793,469.577768691999,487.662702941043,506.587449227259,526.392057429019,"Baseline","Afghanistan","LIC","South Asia",3701.3925999993,2.89656405930016,1666.27022053037
"13","C2.7_f",2075.35688490365,2144.71808540678,2214.96735924297,2292.60227487544,2371.03775471076,2450.43854205169,2531.04978309756,2613.16698426193,"Baseline","Afghanistan","LIC","South Asia",18693.3376685508,2.89656405930016,8464.05730064879
"14","C2.7_g",5424.58214420831,5587.02630312081,5750.46667650532,5925.19839336778,6100.12629061092,6275.48443596906,6451.78759467771,6629.57400057201,"Baseline","Afghanistan","LIC","South Asia",48144.2458390319,28.7923627198513,2204.19299273009
"15","C2.7_h",689973.685158633,716774.150512784,744071.81975158,775619.993642449,807584.961549687,840072.139041218,873212.097064666,907119.544539856,"Baseline","Afghanistan","LIC","South Asia",6354428.39126087,28.7923627198513,287195.297195833
"16","C2.7_i",4014.04184002699,4169.19934895719,4330.53941625069,4495.58006896219,4667.68666757023,4847.45413550911,5035.56948469477,5232.43081805239,"Baseline","Afghanistan","LIC","South Asia",36792.5017800236,28.7923627198513,1666.27022053037
"17","C2.7_j",20629.4171231704,21318.8798116126,22017.1701071798,22788.8749978201,23568.5376392429,24357.7956092234,25159.0857046515,25975.345311917,"Baseline","Afghanistan","LIC","South Asia",185815.106304818,28.7923627198513,8464.05730064879
"18","C2.7_k",14939.8888053059,15387.2776744772,15837.4102265798,16318.6403658399,16800.4108071906,17283.3661986123,17768.9242595118,18258.5673443697,"Baseline","Afghanistan","LIC","South Asia",132594.485681887,79.2972962785493,2204.19299273009
"19","C2.7_l",1900262.51991831,1974073.91435889,2049254.66233724,2136141.76210091,2224176.75788564,2313649.97562278,2404921.0218934,2498305.81753004,"Baseline","Afghanistan","LIC","South Asia",17500786.4316472,79.2972962785493,287195.297195833
"20","C2.7_m",10017.2996920279,10404.5052390462,10807.1397582719,11219.0093265193,11648.5124174041,12097.1337006363,12566.5876586575,13057.867782933,"Baseline","Afghanistan","LIC","South Asia",91818.0555754961,71.8531937884289,1666.27022053037
"21","C2.7_n",51482.0378138509,53202.6363157715,54945.2646792775,56871.1038885908,58816.8021770166,60786.4462252617,62786.1172167587,64823.1455882467,"Baseline","Afghanistan","LIC","South Asia",463713.553904774,71.8531937884289,8464.05730064879
"22","C3.2_a",740803.8318993,769588.177531942,798826.216175177,832868.086009077,867348.282302002,902373.329581353,938081.983264761,974566.484445543,"Baseline","Afghanistan","LIC","South Asia",6824456.39120915,1007.24020502575,8815.9348957008
"23","C3.2_b",8325.73861280651,8575.06060117876,8825.9115960396,9094.09273207732,9362.57496901593,9631.71755789482,9902.31056893209,10175.1800923417,"Baseline","Afghanistan","LIC","South Asia",73892.5867302867,1007.24020502575,96.7053166794988
"24","C3.2_c",1058983.0515294,1100116.85009829,1142013.76543281,1190434.42577938,1239494.78849258,1289356.64713382,1340220.40415835,1392262.11671815,"Baseline","Afghanistan","LIC","South Asia",9752882.04934278,1007.24020502575,12600.2179735568
"25","C3.2_d",6160.81796763187,6398.95628480091,6646.58369505085,6899.89082515487,7164.04288617207,7439.95297645307,7728.67553327688,8030.82157161351,"Baseline","Afghanistan","LIC","South Asia",56469.741740154,1007.24020502575,73.1048460282166
"26","C3.2_e",31662.3714299266,32720.5701952236,33792.3177182948,34976.7431790753,36173.3823276938,37384.7485456702,38614.5818692725,39867.3906478325,"Baseline","Afghanistan","LIC","South Asia",285192.105912989,1007.24020502575,371.346494772608
"27","C4.3_a",5314.18727533812,5527.80727716848,5751.24684736076,5968.980481046,6197.9424049406,6439.53381031392,6696.3239964367,6970.36724849972,"Baseline","Afghanistan","LIC","South Asia",48866.3893411043,168.117498317515,378.619239264203
"28","C1.2_a",29694.2066660112,32478.5208276822,35455.9138938966,38664.0991054305,42088.76318321,45739.5832758227,49625.5573402002,53754.9889109895,"Adjusted","Afghanistan","LIC","South Asia",327501.633203243,7.84986196360475,51694.8296246337
"29","C2.4_a",2770871.56142852,3031596.65566003,3310633.26983343,3607365.72269942,3924889.7339545,4263468.13037054,4622885.88963539,5002929.69052605,"Adjusted","Afghanistan","LIC","South Asia",30534640.6541079,0.468768684082873,80728781.1040455
"30","C2.4_b",4254760.49039286,4655112.07840305,5083581.58160366,5539223.60205901,6026791.71479487,6546689.49859141,7098586.77992092,7682155.99733157,"Adjusted","Afghanistan","LIC","South Asia",46886901.7430974,14.3961813599256,4036439.05520227
"31","C2.4_c",7288046.30267046,7973814.8476577,8707747.01273709,9488223.41088431,10323386.5156814,11213927.6235817,12159281.1751458,13158886.0852002,"Adjusted","Afghanistan","LIC","South Asia",80313312.9735587,24.6594459475888,4036439.05520227
"32","C2.4_d",1879413.63762896,2056257.0195424,2245520.65246406,2446786.93503254,2662155.61733977,2891804.96828363,3135589.14354874,3393363.45262643,"Adjusted","Afghanistan","LIC","South Asia",20710891.4264665,22.7110144698228,1130202.93545664
"33","C2.4_e",2040652.96474773,2232668.15734416,2438169.16356639,2656702.55504761,2890548.2243908,3139899.73460288,3404598.72904082,3684488.10385605,"Adjusted","Afghanistan","LIC","South Asia",22487727.6325964,24.6594459475888,1130202.93545664
"34","C2.5_a",3457.1049431356,3783.43311481219,4130.56548232141,4494.48296088703,4881.50657061448,5293.97168187384,5735.20484164597,6208.27481608781,"Adjusted","Afghanistan","LIC","South Asia",37984.5444113783,0.198728191029943,236945.324448132
"35","C2.7_a",339814.880115843,371536.229236047,405208.756685473,443419.746477447,483868.945032405,526652.007761,571873.107336108,619593.228310485,"Adjusted","Afghanistan","LIC","South Asia",3761966.90095481,19.2170038572119,242272.054082694
"36","C2.7_b",51220.0328351159,56001.3671397148,61076.8010377624,66836.3138382025,72933.1901063423,79381.8479079031,86197.9891089224,93390.805863651,"Adjusted","Afghanistan","LIC","South Asia",567038.347837614,2.89656405930016,242272.054082694
"37","C2.7_c",575.651186942713,623.817756664053,674.11336503536,727.971785941927,784.015559387853,842.281553663908,902.838356888556,965.753316332843,"Adjusted","Afghanistan","LIC","South Asia",6096.44288085721,2.89656405930016,2636.78973682939
"38","C2.7_d",73219.311692951,80053.4345100806,87317.1737439118,95532.5324700669,104229.534474643,113429.90734389,123156.870935871,133428.799854803,"Adjusted","Afghanistan","LIC","South Asia",810367.565026217,2.89656405930016,346265.460139658
"39","C2.7_e",425.966072265365,465.543651527074,507.793305532043,552.664759812974,600.496343637193,651.490561552942,705.868554947535,763.814358000399,"Adjusted","Afghanistan","LIC","South Asia",4673.63760727553,2.89656405930016,2001.92480553931
"40","C2.7_f",2189.17294220871,2380.61100354579,2582.07801551316,2802.61227376274,3034.14473338718,3277.0430672425,3531.74207459049,3798.70371295535,"Adjusted","Afghanistan","LIC","South Asia",23596.1078232059,2.89656405930016,10156.6731221127
"41","C2.7_g",5722.07534003997,6200.85962307181,6700.80692953399,7236.16922724715,7793.2543184825,8372.42868061772,8974.37409176805,9599.75999580441,"Adjusted","Afghanistan","LIC","South Asia",60599.7282065656,28.7923627198513,2636.78973682939
"42","C2.7_h",727813.000921736,795745.399099165,867948.260986989,949610.390142283,1036060.13928111,1127513.48448115,1224201.23526778,1326306.03847999,"Adjusted","Afghanistan","LIC","South Asia",8055197.94866021,28.7923627198513,346265.460139658
"43","C2.7_i",4234.17863645593,4627.58682434599,5047.55591116577,5493.58615975484,5969.04062329763,6475.93223307619,7016.45917387275,7592.45077821319,"Adjusted","Afghanistan","LIC","South Asia",46456.7903401823,28.7923627198513,2001.92480553931
"44","C2.7_j",21760.7690070512,23663.6974379639,25666.3154246176,27858.465235801,30159.9391277807,32574.3918342399,35106.1453372925,37759.7915770184,"Adjusted","Afghanistan","LIC","South Asia",234549.514981765,28.7923627198513,10156.6731221127
"45","C2.7_k",15759.2174001924,17077.8413531656,18454.750572806,19929.1965274916,21463.4694165169,23058.5785584114,24716.4016442046,26438.7823950767,"Adjusted","Afghanistan","LIC","South Asia",166898.237867865,79.2972962785493,2636.78973682939
"46","C2.7_l",2004476.10816182,2191569.31609344,2390423.84522628,2615330.22451067,2853422.22958052,3105294.68202751,3371583.25637045,3652790.98185521,"Adjusted","Afghanistan","LIC","South Asia",22184890.6438259,79.2972962785493,346265.460139658
