"","Country","year_id","Region","sum_increment","DALY.ave","ICER"
"935","Uzbekistan",2029,"Central Asia, Middle East and North Africa",82281313.4159333,439543.216850491,187.197322724061
"936","Uzbekistan",2030,"Central Asia, Middle East and North Africa",97357006.5683095,492129.102794275,197.828183733746
"937","Vanuatu",2023,"Oceania",45061.4518392182,0,Inf
"938","Vanuatu",2024,"Oceania",94562.0470078143,2754.73141767885,34.3271385373361
"939","Vanuatu",2025,"Oceania",146989.560232135,2969.38348416042,49.5017100405592
"940","Vanuatu",2026,"Oceania",202978.278182875,3191.72860492892,63.5950932261031
"941","Vanuatu",2027,"Oceania",262131.292969003,3423.55489845934,76.5669897938445
"942","Vanuatu",2028,"Oceania",324423.259558294,3666.79298883942,88.4760226567842
"943","Vanuatu",2029,"Oceania",390059.968067334,3923.73403482398,99.4103995340836
"944","Vanuatu",2030,"Oceania",459207.536018202,4198.20252672788,109.381939793198
"945","Venezuela",2023,"Latin America and Caribbean",41830182.5055375,0,Inf
"946","Venezuela",2024,"Latin America and Caribbean",89916507.7686684,243698.808012573,368.965726594894
"947","Venezuela",2025,"Latin America and Caribbean",141478615.008212,278722.836118012,507.596065606584
"948","Venezuela",2026,"Latin America and Caribbean",196566027.047793,310919.931630512,632.20786784871
"949","Venezuela",2027,"Latin America and Caribbean",254768107.490062,341086.59928462,746.930861618139
"950","Venezuela",2028,"Latin America and Caribbean",315796627.632963,369326.505715627,855.060827603093
"951","Venezuela",2029,"Latin America and Caribbean",379334879.83411,392646.214332731,966.098401021789
"952","Venezuela",2030,"Latin America and Caribbean",445221119.660141,410568.930267074,1084.40041814788
"953","Vietnam",2023,"East and South East Asia",174858449.004243,0,Inf
"954","Vietnam",2024,"East and South East Asia",367879578.597199,1045940.03430276,351.721481664513
"955","Vietnam",2025,"East and South East Asia",573753797.273418,1195611.84717289,479.882997671943
"956","Vietnam",2026,"East and South East Asia",794047609.189533,1345919.38895539,589.96669169453
"957","Vietnam",2027,"East and South East Asia",1027869655.13445,1497338.20414667,686.464589154215
"958","Vietnam",2028,"East and South East Asia",1275463094.87792,1649823.69596068,773.090541735264
"959","Vietnam",2029,"East and South East Asia",1537661579.97105,1803980.04665658,852.371722636781
"960","Vietnam",2030,"East and South East Asia",1815476908.99882,1960054.40232126,926.238020153311
"961","Yemen",2023,"Central Asia, Middle East and North Africa",14408842.9772773,0,Inf
"962","Yemen",2024,"Central Asia, Middle East and North Africa",30144316.8787209,85511.4576403426,352.517869657965
"963","Yemen",2025,"Central Asia, Middle East and North Africa",47214311.8605776,139018.828317259,339.625304227342
"964","Yemen",2026,"Central Asia, Middle East and North Africa",65914991.6545743,191594.827474843,344.03325248031
"965","Yemen",2027,"Central Asia, Middle East and North Africa",86213942.204918,243742.258805692,353.709457799218
"966","Yemen",2028,"Central Asia, Middle East and North Africa",108184004.392959,295775.355088773,365.764092686117
"967","Yemen",2029,"Central Asia, Middle East and North Africa",131897895.814523,348013.132209351,379.002639863538
"968","Yemen",2030,"Central Asia, Middle East and North Africa",157421894.811073,400795.839033029,392.773276266723
"969","Zambia",2023,"Sub-Saharan Africa",346.150708724275,0,Inf
"970","Zambia",2024,"Sub-Saharan Africa",728.53297692952,16943.7691027595,0.0429971025048298
"971","Zambia",2025,"Sub-Saharan Africa",1146.22828722651,16832.894080504,0.068094546412793
"972","Zambia",2026,"Sub-Saharan Africa",1598.97932667008,16709.3068604034,0.0956939351242173
"973","Zambia",2027,"Sub-Saharan Africa",2091.80862765089,16622.8994919426,0.12583897464247
"974","Zambia",2028,"Sub-Saharan Africa",2627.35364249659,16568.655642077,0.158573737016073
"975","Zambia",2029,"Sub-Saharan Africa",3207.23437530026,16539.3313372157,0.193915600933851
"976","Zambia",2030,"Sub-Saharan Africa",3833.40108143459,16533.1488090369,0.231861524124146
"977","Zimbabwe",2023,"Sub-Saharan Africa",333.924576529455,0,Inf
"978","Zimbabwe",2024,"Sub-Saharan Africa",696.610210491945,27899.6486185729,0.024968422363148
"979","Zimbabwe",2025,"Sub-Saharan Africa",1087.27433213918,28270.4151981303,0.0384597935516378
"980","Zimbabwe",2026,"Sub-Saharan Africa",1503.62282065586,28582.8932488722,0.0526056899686033
"981","Zimbabwe",2027,"Sub-Saharan Africa",1951.42051921652,28993.3677607689,0.06730575541683
"982","Zimbabwe",2028,"Sub-Saharan Africa",2431.89019250349,29492.6842535779,0.0824574044055845
"983","Zimbabwe",2029,"Sub-Saharan Africa",2943.18014644409,30054.3281027671,0.09792866226722
"984","Zimbabwe",2030,"Sub-Saharan Africa",3483.56328991337,30664.385842095,0.11360290428942
